Nested Sampling Global Log-Evidence           :   -0.407461267762699464E+01  +/-    0.951908407900220743E-01

Dim No.       Mean        Sigma
   1    0.118930848602032815E-03    0.188048203699397505E-04
   2    0.120905549547201304E+04    0.122932222402586060E+02
   3    0.899773956143317170E-03    0.944388842885379899E-04
   4    0.600064970233765536E+02    0.947558684614732694E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.120830561764934111E-03
   2    0.119669814783083780E+04
   3    0.935853725506335509E-03
   4    0.576634164256194168E+02

MAP Parameters
Dim No.        Parameter
   1    0.111716545490806062E-03
   2    0.121020635940179318E+04
   3    0.962199582780783437E-03
   4    0.609937946368603789E+02
