,t,median,stdev,t (days),Probability density,Cumulative probability,T,lnfO2,P,Ea,C0,C1,b1,Profile
139,26.25764077,,,,,,1224.252449,-19.15304338,0.612954098,198475.072,0.850324577,0.843484753,37.10548132,Ol2B
140,7.307086271,,,,,,1212.813826,-18.59468874,0.397482008,179457.8284,0.850873116,0.843346792,25.57115967,Ol2B
141,65.13117256,,,,,,1213.64486,-19.31543407,0.48158815,202681.4546,0.850962987,0.843121758,33.82392079,Ol2B
142,3.721895617,,,,,,1228.987428,-17.63913101,0.447925512,179817.8959,0.850985712,0.843962451,33.73268586,Ol2B
143,40.27235865,,,,,,1218.047591,-17.8862338,0.337376881,212139.028,0.850197034,0.843866609,41.33499411,Ol2B
144,26.12286913,,,,,,1193.216735,-18.9532391,0.371446343,191540.3859,0.850707883,0.843248544,29.22808125,Ol2B
145,134.6261421,,,,,,1216.701915,-19.00858499,0.452025053,217817.1158,0.850693927,0.843941355,31.65637551,Ol2B
146,131.5109244,,,,,,1199.347673,-18.85913214,0.432656107,205405.6653,0.850371788,0.84294644,10.84736145,Ol2B
147,112.9273618,,,,,,1216.337433,-19.16383717,0.298968732,203515.7189,0.850724086,0.842697431,8.972542714,Ol2B
148,58.21022287,,,,,,1205.418595,-18.73285521,0.341639887,207901.7659,0.850946588,0.843527426,38.70824099,Ol2B
149,105.0053374,,,,,,1208.893753,-18.97261991,0.46866747,205205.7006,0.850506357,0.843050226,10.41816732,Ol2B
150,11.97052668,,,,,,1226.975641,-18.67767283,0.317722063,196282.1597,0.850804644,0.843817169,32.85808416,Ol2B
151,120.0070687,,,,,,1190.654428,-18.39780586,0.445697538,205402.708,0.850619415,0.843027164,28.61250445,Ol2B
152,397.5674168,,,,,,1204.94531,-18.65010369,0.529983397,219165.0569,0.850520481,0.842633452,5.674228975,Ol2B
153,61.19083289,,,,,,1226.980757,-19.24324243,0.363969924,201540.9834,0.850586137,0.84332627,26.22256422,Ol2B
154,57.5185704,,,,,,1189.657727,-18.84757452,0.480323137,190425.0024,0.850539582,0.842060824,17.27521474,Ol2B
155,8.065267049,,,,,,1195.826553,-19.11409067,0.293423047,184916.1359,0.850954888,0.843746715,31.53894116,Ol2B
156,6.428964145,,,,,,1206.111305,-17.73313702,0.373969001,177149.7977,0.850560361,0.843547774,18.05196957,Ol2B
157,49.51867771,,,,,,1211.774806,-19.84785497,0.330804113,198965.9635,0.850488786,0.842933008,40.0508965,Ol2B
158,12.12291525,,,,,,1210.129671,-18.17185802,0.45158152,195335.2198,0.850539662,0.843834468,34.85694728,Ol2B
159,196.1114163,,,,,,1204.603362,-18.79859526,0.392389834,216395.9759,0.850367479,0.843476706,28.63064236,Ol2B
160,16.51329594,,,,,,1190.015902,-18.58216466,0.400663302,196664.065,0.850224663,0.843975822,39.43608573,Ol2B
161,23.79059697,,,,,,1197.870269,-18.11248214,0.393045647,202015.5487,0.850866912,0.843768868,33.50663839,Ol2B
162,122.8383697,,,,,,1223.439869,-18.00793146,0.438469252,207958.9225,0.850465441,0.842391848,22.04929466,Ol2B
163,65.51610346,,,,,,1199.887109,-18.78076469,0.358040071,203503.2499,0.850445469,0.843500082,34.42663973,Ol2B
164,195.317786,,,,,,1195.862792,-18.53922972,0.364953195,210543.4639,0.850372217,0.843161856,6.415170147,Ol2B
165,7.457754352,,,,,,1183.760099,-18.19446815,0.495712365,181293.9237,0.850704309,0.843556253,32.4867048,Ol2B
166,37.55123404,,,,,,1210.505376,-18.58780721,0.358612452,196145.5058,0.850895397,0.843730532,14.33179176,Ol2B
167,16.82916936,,,,,,1201.791385,-18.57792076,0.264556641,187549.6087,0.850443342,0.84353134,33.40424443,Ol2B
168,258.6749915,,,,,,1201.930336,-18.50133356,0.357773962,221598.4032,0.850689448,0.843227887,38.81125643,Ol2B
169,193.502657,,,,,,1204.381173,-17.79145686,0.510694851,219449.2863,0.850880729,0.843354261,22.64213228,Ol2B
170,83.44538151,,,,,,1216.417027,-18.2018346,0.33724242,202415.7149,0.850391467,0.84264773,20.64601826,Ol2B
171,167.9331371,,,,,,1200.382265,-18.07544429,0.449527385,209334.1177,0.850604929,0.842525461,18.02526821,Ol2B
172,99.58391752,,,,,,1219.377963,-18.54377838,0.403822274,216224.478,0.85033983,0.843420944,39.08172918,Ol2B
173,148.4487569,,,,,,1200.254528,-18.77655862,0.351325526,206538.7186,0.850754549,0.8427279,21.22889095,Ol2B
174,85.85016529,,,,,,1217.25652,-18.96810565,0.348386175,203873.5246,0.850802784,0.842808232,18.40969964,Ol2B
175,409.387457,,,,,,1189.815226,-18.9209662,0.462478571,235311.619,0.850594658,0.843795484,41.74445811,Ol2B
176,86.94680266,,,,,,1183.008978,-19.12991834,0.522610061,201952.6768,0.850548871,0.84352652,10.55010906,Ol2B
177,8.505580349,,,,,,1209.126188,-18.35282157,0.48814692,180286.4204,0.850836534,0.843002029,34.27246579,Ol2B
178,239.5338015,,,,,,1225.262046,-18.83095439,0.325542607,218512.3529,0.850572231,0.843123789,28.2953897,Ol2B
179,3.93993283,,,,,,1194.599603,-18.36032054,0.359591671,172811.3168,0.850979274,0.84387297,31.552272,Ol2B
180,4.343906915,,,,,,1187.692539,-18.27709884,0.422095493,171764.7468,0.850608137,0.843088091,40.11414232,Ol2B
181,39.20340976,,,,,,1235.16263,-18.97148762,0.173596932,199415.6234,0.85040591,0.843502194,21.50049574,Ol2B
182,14.15913346,,,,,,1200.911177,-18.73651798,0.335378298,185013.041,0.85047436,0.843372981,29.29289364,Ol2B
183,11.24234408,,,,,,1204.31683,-18.68325314,0.458857168,175893.6682,0.85078259,0.842483569,24.3353389,Ol2B
184,11.66677332,,,,,,1229.196231,-18.06301112,0.481807103,189194.386,0.850818256,0.843934361,26.09314636,Ol2B
185,10.65376393,,,,,,1193.865133,-19.15316675,0.423325739,171681.0825,0.850744157,0.842565962,16.21552478,Ol2B
186,53.59248577,,,,,,1216.703634,-19.03494968,0.493013665,199370.4662,0.850954168,0.842870256,27.13886091,Ol2B
187,17.35217979,,,,,,1195.449278,-18.73926553,0.433716918,194305.4537,0.850290241,0.843847446,37.9875775,Ol2B
188,7.661411633,,,,,,1169.886367,-19.10464104,0.413693239,179079.7737,0.850591395,0.843454824,36.81051142,Ol2B
189,54.78158083,,,,,,1203.398986,-18.44770828,0.30348646,200424.4448,0.850721922,0.843352418,10.95166569,Ol2B
190,138.3590408,,,,,,1203.748793,-17.37439388,0.381051877,215137.4805,0.850607942,0.842918773,36.52798628,Ol2B
191,2.039380258,,,,,,1190.754112,-18.24562103,0.365363838,165335.7877,0.850566935,0.84393343,29.31211542,Ol2B
192,4.226790979,,,,,,1188.401034,-18.62569297,0.541576685,180335.8419,0.850227167,0.843954461,40.63016815,Ol2B
193,26.14054278,,,,,,1191.048426,-18.37525164,0.331876532,197224.6467,0.850302398,0.843681933,38.34255344,Ol2B
194,25.1633176,,,,,,1207.70076,-18.82623938,0.346037476,196953.9875,0.850995924,0.843581027,36.93421599,Ol2B
195,43.3603204,,,,,,1217.90809,-18.3901625,0.355109733,194582.3869,0.850415779,0.842777678,14.62638119,Ol2B
196,21.61340437,,,,,,1213.170469,-17.70023735,0.462610227,201442.2212,0.850496353,0.84346798,39.23260234,Ol2B
197,220.5121741,,,,,,1211.796573,-18.21198922,0.482500593,215643.5489,0.85045798,0.842961174,15.18684229,Ol2B
198,353.2886443,,,,,,1183.79112,-18.45341514,0.357036822,218833.033,0.850461745,0.843110906,32.02508915,Ol2B
199,56.51418204,,,,,,1220.173186,-19.08490814,0.428340973,200171.864,0.850880583,0.842973039,30.74961319,Ol2B
200,11.69036805,,,,,,1207.051586,-18.61286607,0.491106178,176961.8304,0.850853841,0.842909093,15.14723429,Ol2B
201,36.37193906,,,,,,1198.596116,-18.17663282,0.399973958,205001.1339,0.850374613,0.843475343,42.19236569,Ol2B
202,15.61600703,,,,,,1198.094348,-18.61577703,0.387953876,179922.5466,0.850602178,0.843193773,12.10017951,Ol2B
203,7.28062291,,,,,,1214.840206,-18.55672614,0.412356891,178552.064,0.85078443,0.84313967,29.75778303,Ol2B
204,33.03437503,,,,,,1212.217831,-18.23244233,0.479860353,211012.0366,0.850188163,0.843916892,40.81313726,Ol2B
205,139.948466,,,,,,1192.569704,-18.55798366,0.368367833,207721.444,0.850696361,0.843501178,8.43655938,Ol2B
206,99.21018415,,,,,,1209.762028,-19.10788181,0.414238805,203542.6589,0.850765828,0.843210388,12.87621655,Ol2B
207,74.45019213,,,,,,1200.14044,-18.21982633,0.273146911,212021.9024,0.850811686,0.843454683,34.53502984,Ol2B
208,41.70990555,,,,,,1192.247852,-18.55191258,0.261116171,191624.4342,0.850606952,0.843144213,17.8968106,Ol2B
209,247.5635784,,,,,,1197.285456,-18.50452204,0.315161987,214026.0129,0.850457684,0.842962229,2.778171785,Ol2B
210,148.5343342,,,,,,1193.578288,-18.4832589,0.327620412,210781.7126,0.850605621,0.842891992,37.48947241,Ol2B
211,52.76428533,,,,,,1208.90166,-17.8354702,0.423055638,210547.5146,0.850284299,0.843656452,40.41027698,Ol2B
212,144.5712314,,,,,,1215.069133,-18.41968376,0.404576442,211086.0275,0.850969333,0.843001515,21.32723194,Ol2B
