,t,T,lnfO2,P,Ea,C0,C1,b1,Profile
0,42.74085045552637,1204.0423282891898,-18.611804307406313,0.3866944154700421,199265.06054709642,0.8507688561863329,0.8435017211763352,26.624151134271973,Ol2B
