,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,42.74085045552637,12.353155751578162,142.61430478906334,3.92877690710562,299.4102695360985,30.387694703948206,99.87345433353697,Ol2B
