,"time (days)","time_years"
251,5020,13.7534246575342
252,5040,13.8082191780822
253,5060,13.8630136986301
254,5080,13.9178082191781
255,5100,13.972602739726
256,5120,14.027397260274
257,5140,14.0821917808219
258,5160,14.1369863013699
259,5180,14.1917808219178
260,5200,14.2465753424658
261,5220,14.3013698630137
262,5240,14.3561643835616
263,5260,14.4109589041096
264,5280,14.4657534246575
265,5300,14.5205479452055
266,5320,14.5753424657534
267,5340,14.6301369863014
268,5360,14.6849315068493
269,5380,14.7397260273973
270,5400,14.7945205479452
271,5420,14.8493150684932
272,5440,14.9041095890411
273,5460,14.958904109589
274,5480,15.013698630137
275,5500,15.0684931506849
276,5520,15.1232876712329
277,5540,15.1780821917808
278,5560,15.2328767123288
279,5580,15.2876712328767
280,5600,15.3424657534247
281,5620,15.3972602739726
282,5640,15.4520547945205
283,5660,15.5068493150685
284,5680,15.5616438356164
285,5700,15.6164383561644
286,5720,15.6712328767123
287,5740,15.7260273972603
288,5760,15.7808219178082
289,5780,15.8356164383562
290,5800,15.8904109589041
291,5820,15.9452054794521
292,5840,16
293,5860,16.0547945205479
294,5880,16.1095890410959
295,5900,16.1643835616438
296,5920,16.2191780821918
297,5940,16.2739726027397
298,5960,16.3287671232877
299,5980,16.3835616438356
300,6000,16.4383561643836
301,6020,16.4931506849315
302,6040,16.5479452054795
303,6060,16.6027397260274
304,6080,16.6575342465753
305,6100,16.7123287671233
306,6120,16.7671232876712
307,6140,16.8219178082192
308,6160,16.8767123287671
309,6180,16.9315068493151
310,6200,16.986301369863
311,6220,17.041095890411
312,6240,17.0958904109589
313,6260,17.1506849315068
314,6280,17.2054794520548
315,6300,17.2602739726027
316,6320,17.3150684931507
317,6340,17.3698630136986
318,6360,17.4246575342466
319,6380,17.4794520547945
320,6400,17.5342465753425
321,6420,17.5890410958904
322,6440,17.6438356164384
323,6460,17.6986301369863
324,6480,17.7534246575342
325,6500,17.8082191780822
326,6520,17.8630136986301
327,6540,17.9178082191781
328,6560,17.972602739726
329,6580,18.027397260274
330,6600,18.0821917808219
331,6620,18.1369863013699
332,6640,18.1917808219178
333,6660,18.2465753424658
334,6680,18.3013698630137
335,6700,18.3561643835616
336,6720,18.4109589041096
337,6740,18.4657534246575
338,6760,18.5205479452055
339,6780,18.5753424657534
340,6800,18.6301369863014
341,6820,18.6849315068493
342,6840,18.7397260273973
343,6860,18.7945205479452
344,6880,18.8493150684932
345,6900,18.9041095890411
346,6920,18.958904109589
347,6940,19.013698630137
348,6960,19.0684931506849
349,6980,19.1232876712329
350,7000,19.1780821917808
351,7020,19.2328767123288
352,7040,19.2876712328767
353,7060,19.3424657534247
354,7080,19.3972602739726
355,7100,19.4520547945206
356,7120,19.5068493150685
357,7140,19.5616438356164
358,7160,19.6164383561644
359,7180,19.6712328767123
360,7200,19.7260273972603
361,7220,19.7808219178082
362,7240,19.8356164383562
363,7260,19.8904109589041
364,7280,19.9452054794521
365,7300,20
366,7320,20.0547945205479
367,7340,20.1095890410959
368,7360,20.1643835616438
369,7380,20.2191780821918
370,7400,20.2739726027397
371,7420,20.3287671232877
372,7440,20.3835616438356
373,7460,20.4383561643836
374,7480,20.4931506849315
375,7500,20.5479452054794
376,7520,20.6027397260274
377,7540,20.6575342465753
378,7560,20.7123287671233
379,7580,20.7671232876712
380,7600,20.8219178082192
381,7620,20.8767123287671
382,7640,20.9315068493151
383,7660,20.986301369863
384,7680,21.041095890411
385,7700,21.0958904109589
386,7720,21.1506849315068
387,7740,21.2054794520548
388,7760,21.2602739726027
389,7780,21.3150684931507
390,7800,21.3698630136986
391,7820,21.4246575342466
392,7840,21.4794520547945
393,7860,21.5342465753425
394,7880,21.5890410958904
395,7900,21.6438356164384
396,7920,21.6986301369863
397,7940,21.7534246575342
398,7960,21.8082191780822
399,7980,21.8630136986301
400,8000,21.9178082191781
401,8020,21.972602739726
402,8040,22.027397260274
403,8060,22.0821917808219
404,8080,22.1369863013699
405,8100,22.1917808219178
406,8120,22.2465753424658
407,8140,22.3013698630137
408,8160,22.3561643835616
409,8180,22.4109589041096
410,8200,22.4657534246575
411,8220,22.5205479452055
412,8240,22.5753424657534
413,8260,22.6301369863014
414,8280,22.6849315068493
415,8300,22.7397260273973
416,8320,22.7945205479452
417,8340,22.8493150684932
418,8360,22.9041095890411
419,8380,22.958904109589
420,8400,23.013698630137
421,8420,23.0684931506849
422,8440,23.1232876712329
423,8460,23.1780821917808
424,8480,23.2328767123288
425,8500,23.2876712328767
426,8520,23.3424657534247
427,8540,23.3972602739726
428,8560,23.4520547945205
429,8580,23.5068493150685
430,8600,23.5616438356164
431,8620,23.6164383561644
432,8640,23.6712328767123
433,8660,23.7260273972603
434,8680,23.7808219178082
435,8700,23.8356164383562
436,8720,23.8904109589041
437,8740,23.9452054794521
438,8760,24
439,8780,24.0547945205479
440,8800,24.1095890410959
441,8820,24.1643835616438
442,8840,24.2191780821918
443,8860,24.2739726027397
444,8880,24.3287671232877
445,8900,24.3835616438356
446,8920,24.4383561643836
447,8940,24.4931506849315
448,8960,24.5479452054794
449,8980,24.6027397260274
450,9000,24.6575342465753
451,9020,24.7123287671233
452,9040,24.7671232876712
453,9060,24.8219178082192
454,9080,24.8767123287671
455,9100,24.9315068493151
456,9120,24.986301369863
457,9140,25.041095890411
458,9160,25.0958904109589
459,9180,25.1506849315068
460,9200,25.2054794520548
461,9220,25.2602739726027
462,9240,25.3150684931507
463,9260,25.3698630136986
464,9280,25.4246575342466
465,9300,25.4794520547945
466,9320,25.5342465753425
467,9340,25.5890410958904
468,9360,25.6438356164384
469,9380,25.6986301369863
470,9400,25.7534246575342
471,9420,25.8082191780822
472,9440,25.8630136986301
473,9460,25.9178082191781
474,9480,25.972602739726
475,9500,26.027397260274
476,9520,26.0821917808219
477,9540,26.1369863013699
478,9560,26.1917808219178
479,9580,26.2465753424658
480,9600,26.3013698630137
481,9620,26.3561643835616
482,9640,26.4109589041096
483,9660,26.4657534246575
484,9680,26.5205479452055
485,9700,26.5753424657534
486,9720,26.6301369863014
487,9740,26.6849315068493
488,9760,26.7397260273973
489,9780,26.7945205479452
490,9800,26.8493150684932
491,9820,26.9041095890411
492,9840,26.958904109589
493,9860,27.013698630137
494,9880,27.0684931506849
495,9900,27.1232876712329
496,9920,27.1780821917808
497,9940,27.2328767123288
498,9960,27.2876712328767
499,9980,27.3424657534247
500,10000,27.3972602739726
501,10020,27.4520547945205
502,10040,27.5068493150685
503,10060,27.5616438356164
504,10080,27.6164383561644
505,10100,27.6712328767123
506,10120,27.7260273972603
507,10140,27.7808219178082
508,10160,27.8356164383562
509,10180,27.8904109589041
510,10200,27.9452054794521
511,10220,28
512,10240,28.0547945205479
513,10260,28.1095890410959
514,10280,28.1643835616438
515,10300,28.2191780821918
516,10320,28.2739726027397
517,10340,28.3287671232877
518,10360,28.3835616438356
519,10380,28.4383561643836
520,10400,28.4931506849315
521,10420,28.5479452054795
522,10440,28.6027397260274
523,10460,28.6575342465753
524,10480,28.7123287671233
525,10500,28.7671232876712
526,10520,28.8219178082192
527,10540,28.8767123287671
528,10560,28.9315068493151
529,10580,28.986301369863
530,10600,29.041095890411
531,10620,29.0958904109589
532,10640,29.1506849315068
533,10660,29.2054794520548
534,10680,29.2602739726027
535,10700,29.3150684931507
536,10720,29.3698630136986
537,10740,29.4246575342466
538,10760,29.4794520547945
539,10780,29.5342465753425
540,10800,29.5890410958904
541,10820,29.6438356164384
542,10840,29.6986301369863
543,10860,29.7534246575342
544,10880,29.8082191780822
545,10900,29.8630136986301
546,10920,29.9178082191781
547,10940,29.972602739726
548,10960,30.027397260274
549,10980,30.0821917808219
