,Distance,1D_1yr,1D_2yr,1D_5yr,1D_10yr,1D_20yr
865,715.1194,0.27559,0.28853,0.31289,0.33416,0.34956
866,715.9494,0.27577,0.2888,0.31312,0.33428,0.34959
867,716.7694,0.27597,0.28908,0.31335,0.3344,0.34963
868,717.5994,0.27616,0.28936,0.31357,0.33453,0.34966
869,718.4294,0.27635,0.28964,0.3138,0.33465,0.34969
870,719.2494,0.27654,0.28992,0.31403,0.33477,0.34973
871,720.0794,0.27678,0.29023,0.31427,0.3349,0.34976
872,720.9094,0.27703,0.29054,0.31452,0.33503,0.3498
873,721.7394,0.27728,0.29086,0.31476,0.33516,0.34983
874,722.5594,0.27754,0.29118,0.31501,0.33529,0.34987
875,723.3894,0.27779,0.2915,0.31526,0.33542,0.3499
876,724.2194,0.27804,0.29182,0.3155,0.33555,0.34994
877,725.0394,0.2783,0.29214,0.31575,0.33568,0.34997
878,725.8694,0.27855,0.29246,0.316,0.33581,0.35001
879,726.6994,0.27879,0.29277,0.31624,0.33594,0.35004
880,727.5194,0.27904,0.29309,0.31649,0.33607,0.35008
881,728.3494,0.2793,0.29341,0.31673,0.3362,0.35011
882,729.1794,0.27957,0.29374,0.31699,0.33633,0.35015
883,729.9994,0.27985,0.29408,0.31724,0.33646,0.35018
884,730.8294,0.28016,0.29443,0.3175,0.3366,0.35022
885,731.6594,0.28048,0.29479,0.31777,0.33674,0.35026
886,732.4794,0.2808,0.29516,0.31803,0.33688,0.35029
887,733.3094,0.28113,0.29553,0.3183,0.33701,0.35033
888,734.1394,0.28146,0.29589,0.31856,0.33715,0.35037
889,734.9594,0.28179,0.29626,0.31883,0.33729,0.3504
890,735.7894,0.28212,0.29663,0.3191,0.33743,0.35044
891,736.6194,0.28245,0.29699,0.31936,0.33756,0.35048
892,737.4394,0.28277,0.29736,0.31963,0.3377,0.35051
893,738.2694,0.2831,0.29773,0.31989,0.33784,0.35055
894,739.0994,0.28343,0.2981,0.32016,0.33798,0.35059
895,739.9194,0.28376,0.29846,0.32042,0.33811,0.35062
896,740.7494,0.28409,0.29883,0.32069,0.33825,0.35066
897,741.5794,0.28442,0.2992,0.32096,0.33839,0.3507
898,742.3994,0.28477,0.29957,0.32122,0.33853,0.35073
899,743.2294,0.28514,0.29996,0.3215,0.33867,0.35077
900,744.0594,0.28554,0.30037,0.32178,0.33881,0.35081
901,744.8794,0.28604,0.30083,0.32208,0.33896,0.35085
902,745.7094,0.28654,0.30129,0.32238,0.33911,0.35089
903,746.5394,0.28704,0.30175,0.32268,0.33926,0.35093
904,747.3594,0.28753,0.3022,0.32298,0.33941,0.35097
905,748.1894,0.288,0.30264,0.32328,0.33956,0.35101
906,749.0194,0.28847,0.30309,0.32357,0.33971,0.35105
907,749.8394,0.28893,0.30353,0.32387,0.33986,0.35109
908,750.6694,0.2894,0.30397,0.32416,0.34001,0.35112
909,751.4994,0.28986,0.30441,0.32446,0.34015,0.35116
910,752.3194,0.29033,0.30485,0.32475,0.3403,0.3512
911,753.1494,0.2908,0.30529,0.32505,0.34045,0.35124
912,753.9794,0.29126,0.30573,0.32534,0.3406,0.35128
913,754.7994,0.29173,0.30617,0.32564,0.34075,0.35132
914,755.6294,0.2922,0.30661,0.32593,0.3409,0.35136
915,756.4594,0.29266,0.30705,0.32623,0.34105,0.3514
916,757.2794,0.29313,0.3075,0.32652,0.3412,0.35144
917,758.1094,0.29361,0.30794,0.32682,0.34135,0.35148
918,758.9394,0.29414,0.30842,0.32712,0.3415,0.35152
919,759.7594,0.2947,0.30891,0.32744,0.34165,0.35156
920,760.5894,0.29531,0.30942,0.32776,0.34181,0.3516
921,761.4194,0.29591,0.30993,0.32809,0.34197,0.35164
922,762.2394,0.29651,0.31044,0.32841,0.34213,0.35168
923,763.0694,0.29711,0.31095,0.32873,0.34229,0.35173
924,763.8994,0.29772,0.31146,0.32906,0.34245,0.35177
925,764.7294,0.29832,0.31198,0.32938,0.34262,0.35181
926,765.5494,0.29892,0.31249,0.32971,0.34278,0.35185
927,766.3794,0.29953,0.313,0.33003,0.34294,0.35189
928,767.2094,0.30012,0.31351,0.33036,0.3431,0.35194
929,768.0294,0.30071,0.31402,0.33068,0.34326,0.35198
930,768.8594,0.30131,0.31452,0.331,0.34342,0.35202
931,769.6894,0.3019,0.31503,0.33132,0.34358,0.35206
932,770.5094,0.3025,0.31554,0.33165,0.34374,0.3521
933,771.3394,0.30314,0.31608,0.33198,0.3439,0.35215
934,772.1694,0.30379,0.31661,0.33231,0.34406,0.35219
935,772.9894,0.30443,0.31714,0.33264,0.34422,0.35223
936,773.8194,0.30507,0.31767,0.33296,0.34438,0.35227
937,774.6494,0.30572,0.31821,0.33329,0.34455,0.35232
938,775.4694,0.30636,0.31874,0.33362,0.34471,0.35236
939,776.2994,0.30702,0.31928,0.33396,0.34487,0.3524
940,777.1294,0.30772,0.31984,0.3343,0.34504,0.35244
941,777.9494,0.30843,0.32041,0.33465,0.34521,0.35249
942,778.7794,0.30917,0.32099,0.335,0.34538,0.35253
943,779.6094,0.30997,0.3216,0.33537,0.34556,0.35258
944,780.4294,0.31078,0.32222,0.33574,0.34574,0.35263
945,781.2594,0.31158,0.32284,0.33611,0.34592,0.35267
946,782.0894,0.31239,0.32345,0.33647,0.34609,0.35272
947,782.9094,0.31319,0.32407,0.33684,0.34627,0.35276
948,783.7394,0.314,0.32469,0.33721,0.34645,0.35281
949,784.5694,0.3148,0.3253,0.33757,0.34663,0.35285
950,785.3894,0.31561,0.32592,0.33794,0.3468,0.3529
951,786.2194,0.31642,0.32654,0.33831,0.34698,0.35295
952,787.0494,0.31722,0.32715,0.33868,0.34716,0.35299
953,787.8694,0.31803,0.32777,0.33904,0.34734,0.35304
954,788.6994,0.31883,0.32839,0.33941,0.34751,0.35308
955,789.5294,0.31964,0.329,0.33978,0.34769,0.35313
956,790.3494,0.32044,0.32962,0.34014,0.34787,0.35318
957,791.1794,0.32125,0.33024,0.34051,0.34805,0.35322
958,792.0094,0.32205,0.33085,0.34088,0.34823,0.35327
959,792.8294,0.32287,0.33147,0.34125,0.3484,0.35331
960,793.6594,0.32371,0.3321,0.34162,0.34858,0.35336
961,794.4894,0.32455,0.33276,0.34201,0.34877,0.35341
962,795.3094,0.32541,0.33341,0.34239,0.34896,0.35346
963,796.1394,0.32627,0.33406,0.34278,0.34915,0.3535
964,796.9694,0.32714,0.33472,0.34317,0.34933,0.35355
965,797.7894,0.32803,0.33538,0.34356,0.34952,0.3536
966,798.6194,0.32899,0.33609,0.34397,0.34972,0.35365
967,799.4494,0.32995,0.33679,0.34438,0.34991,0.3537
968,800.2694,0.33091,0.33749,0.34479,0.35011,0.35375
969,801.0994,0.33188,0.33819,0.3452,0.35031,0.3538
970,801.9294,0.33284,0.33889,0.34561,0.3505,0.35385
971,802.7494,0.3338,0.33959,0.34602,0.3507,0.3539
972,803.5794,0.33477,0.34029,0.34642,0.35089,0.35395
973,804.4094,0.33573,0.34099,0.34683,0.35109,0.354
974,805.2294,0.33669,0.34169,0.34724,0.35128,0.35405
975,806.0594,0.33766,0.34239,0.34765,0.35148,0.3541
976,806.8894,0.33862,0.34309,0.34806,0.35168,0.35415
977,807.7094,0.33958,0.34379,0.34846,0.35187,0.3542
978,808.5394,0.34055,0.34449,0.34887,0.35207,0.35425
979,809.3694,0.3415,0.34518,0.34927,0.35226,0.3543
980,810.1994,0.34245,0.34587,0.34968,0.35245,0.35435
981,811.0194,0.3434,0.34656,0.35008,0.35265,0.3544
982,811.8494,0.34435,0.34725,0.35048,0.35284,0.35445
983,812.6794,0.3453,0.34794,0.35089,0.35303,0.3545
984,813.4994,0.34625,0.34864,0.35129,0.35322,0.35455
985,814.3294,0.3472,0.34933,0.35169,0.35342,0.3546
986,815.1594,0.34815,0.35002,0.3521,0.35361,0.35465
987,815.9794,0.3491,0.35071,0.3525,0.3538,0.3547
988,816.8094,0.35005,0.35139,0.35289,0.35399,0.35474
989,817.6394,0.351,0.35207,0.35329,0.35418,0.35479
990,818.4594,0.35194,0.35276,0.35369,0.35437,0.35484
991,819.2894,0.3529,0.35345,0.3541,0.35457,0.35489
