,Distance,1D_1yr,1D_2yr,1D_5yr,1D_10yr,1D_20yr
429,354.6694,0.26927,0.27235,0.29085,0.32012,0.34585
430,355.4894,0.26927,0.27235,0.29082,0.32008,0.34583
431,356.3194,0.26927,0.27235,0.29079,0.32004,0.34582
432,357.1494,0.26927,0.27235,0.29076,0.32001,0.34581
433,357.9694,0.26927,0.27235,0.29073,0.31997,0.3458
434,358.7994,0.26927,0.27235,0.2907,0.31993,0.34578
435,359.6294,0.26927,0.27235,0.29068,0.3199,0.34577
436,360.4494,0.26927,0.27235,0.29065,0.31986,0.34576
437,361.2794,0.26927,0.27235,0.29063,0.31983,0.34575
438,362.1094,0.26927,0.27235,0.2906,0.31979,0.34573
439,362.9294,0.26927,0.27235,0.29058,0.31976,0.34572
440,363.7594,0.26927,0.27235,0.29055,0.31973,0.34571
441,364.5894,0.26927,0.27235,0.29052,0.31969,0.3457
442,365.4094,0.26927,0.27235,0.2905,0.31966,0.34568
443,366.2394,0.26927,0.27235,0.29047,0.31962,0.34567
444,367.0694,0.26927,0.27235,0.29045,0.31959,0.34566
445,367.8994,0.26927,0.27235,0.29042,0.31956,0.34565
446,368.7194,0.26927,0.27234,0.2904,0.31952,0.34564
447,369.5494,0.26927,0.27234,0.29037,0.31949,0.34563
448,370.3794,0.26927,0.27234,0.29035,0.31946,0.34561
449,371.1994,0.26927,0.27234,0.29032,0.31942,0.3456
450,372.0294,0.26927,0.27234,0.2903,0.31939,0.34559
451,372.8594,0.26927,0.27234,0.29027,0.31936,0.34558
452,373.6794,0.26927,0.27233,0.29025,0.31933,0.34557
453,374.5094,0.26927,0.27233,0.29023,0.31929,0.34556
454,375.3394,0.26927,0.27233,0.2902,0.31926,0.34554
455,376.1594,0.26927,0.27233,0.29018,0.31923,0.34553
456,376.9894,0.26927,0.27233,0.29016,0.3192,0.34552
457,377.8194,0.26926,0.27233,0.29014,0.31917,0.34551
458,378.6394,0.26926,0.27233,0.29012,0.31914,0.3455
459,379.4694,0.26926,0.27233,0.2901,0.31911,0.34549
460,380.2994,0.26926,0.27232,0.29007,0.31908,0.34548
461,381.1194,0.26926,0.27232,0.29005,0.31905,0.34547
462,381.9494,0.26926,0.27232,0.29003,0.31903,0.34546
463,382.7794,0.26926,0.27232,0.29001,0.319,0.34545
464,383.5994,0.26926,0.27232,0.28999,0.31897,0.34544
465,384.4294,0.26926,0.27232,0.28997,0.31894,0.34543
466,385.2594,0.26926,0.27232,0.28995,0.31891,0.34542
467,386.0794,0.26926,0.27232,0.28993,0.31888,0.34541
468,386.9094,0.26926,0.27232,0.28991,0.31886,0.3454
469,387.7394,0.26926,0.27232,0.2899,0.31883,0.34539
470,388.5594,0.26926,0.27232,0.28988,0.3188,0.34538
471,389.3894,0.26926,0.27232,0.28986,0.31878,0.34537
472,390.2194,0.26926,0.27232,0.28984,0.31875,0.34536
473,391.0394,0.26926,0.27231,0.28983,0.31873,0.34535
474,391.8694,0.26926,0.27231,0.28981,0.3187,0.34534
475,392.6994,0.26926,0.27231,0.28979,0.31868,0.34533
476,393.5194,0.26926,0.27231,0.28978,0.31865,0.34532
477,394.3494,0.26926,0.27231,0.28976,0.31863,0.34531
478,395.1794,0.26926,0.27231,0.28974,0.31861,0.3453
479,395.9994,0.26926,0.27231,0.28973,0.31858,0.34529
480,396.8294,0.26926,0.27231,0.28971,0.31856,0.34528
481,397.6594,0.26925,0.2723,0.28969,0.31853,0.34528
482,398.4794,0.26925,0.2723,0.28968,0.31851,0.34527
483,399.3094,0.26925,0.2723,0.28966,0.31849,0.34526
484,400.1394,0.26925,0.2723,0.28964,0.31846,0.34525
485,400.9594,0.26925,0.27229,0.28963,0.31844,0.34524
486,401.7894,0.26925,0.27229,0.28961,0.31842,0.34523
487,402.6194,0.26925,0.27229,0.2896,0.31839,0.34522
488,403.4394,0.26925,0.27229,0.28958,0.31837,0.34521
489,404.2694,0.26925,0.27228,0.28956,0.31834,0.3452
490,405.0994,0.26925,0.27228,0.28954,0.31832,0.34519
491,405.9194,0.26924,0.27227,0.28952,0.3183,0.34519
492,406.7494,0.26924,0.27227,0.28951,0.31827,0.34518
493,407.5794,0.26924,0.27226,0.28949,0.31825,0.34517
494,408.3994,0.26924,0.27226,0.28947,0.31823,0.34516
495,409.2294,0.26924,0.27225,0.28946,0.31821,0.34515
496,410.0594,0.26924,0.27225,0.28944,0.31819,0.34515
497,410.8794,0.26924,0.27224,0.28943,0.31817,0.34514
498,411.7094,0.26924,0.27224,0.28942,0.31815,0.34513
499,412.5394,0.26923,0.27224,0.2894,0.31813,0.34512
500,413.3694,0.26923,0.27223,0.28939,0.31811,0.34512
501,414.1894,0.26923,0.27223,0.28938,0.3181,0.34511
502,415.0194,0.26923,0.27223,0.28936,0.31808,0.3451
503,415.8494,0.26923,0.27222,0.28935,0.31806,0.34509
504,416.6694,0.26923,0.27222,0.28933,0.31804,0.34509
505,417.4994,0.26923,0.27222,0.28932,0.31802,0.34508
506,418.3294,0.26923,0.27221,0.28931,0.318,0.34507
507,419.1494,0.26923,0.27221,0.28929,0.31798,0.34506
508,419.9794,0.26923,0.2722,0.28928,0.31796,0.34506
509,420.8094,0.26922,0.2722,0.28926,0.31794,0.34505
510,421.6294,0.26922,0.2722,0.28925,0.31792,0.34504
511,422.4594,0.26922,0.27219,0.28924,0.31791,0.34504
512,423.2894,0.26922,0.27219,0.28923,0.31789,0.34503
513,424.1094,0.26922,0.27218,0.28921,0.31788,0.34502
514,424.9394,0.26922,0.27218,0.2892,0.31786,0.34502
515,425.7694,0.26922,0.27217,0.28919,0.31785,0.34501
516,426.5894,0.26921,0.27217,0.28918,0.31783,0.345
517,427.4194,0.26921,0.27216,0.28917,0.31782,0.345
518,428.2494,0.26921,0.27216,0.28916,0.3178,0.34499
519,429.0694,0.26921,0.27215,0.28914,0.31779,0.34499
520,429.8994,0.26921,0.27215,0.28913,0.31777,0.34498
521,430.7294,0.26921,0.27214,0.28912,0.31776,0.34497
522,431.5494,0.26921,0.27214,0.28911,0.31774,0.34497
523,432.3794,0.26921,0.27213,0.2891,0.31773,0.34496
524,433.2094,0.2692,0.27213,0.28909,0.31771,0.34496
525,434.0294,0.2692,0.27212,0.28907,0.3177,0.34495
526,434.8594,0.2692,0.27211,0.28906,0.31769,0.34495
527,435.6894,0.2692,0.27211,0.28905,0.31768,0.34494
528,436.5094,0.2692,0.2721,0.28904,0.31766,0.34494
529,437.3394,0.2692,0.2721,0.28903,0.31765,0.34493
530,438.1694,0.2692,0.27209,0.28902,0.31764,0.34493
531,438.9894,0.2692,0.27209,0.28901,0.31763,0.34492
532,439.8194,0.2692,0.27208,0.28901,0.31762,0.34492
533,440.6494,0.2692,0.27208,0.289,0.31761,0.34492
534,441.4694,0.2692,0.27208,0.28899,0.3176,0.34491
535,442.2994,0.2692,0.27207,0.28899,0.31759,0.34491
536,443.1294,0.2692,0.27207,0.28898,0.31758,0.34491
537,443.9494,0.2692,0.27207,0.28897,0.31757,0.3449
538,444.7794,0.26919,0.27206,0.28896,0.31757,0.3449
539,445.6094,0.26919,0.27205,0.28896,0.31756,0.34489
540,446.4294,0.26919,0.27205,0.28895,0.31755,0.34489
541,447.2594,0.26919,0.27204,0.28894,0.31754,0.34489
542,448.0894,0.26919,0.27204,0.28893,0.31753,0.34488
543,448.9094,0.26919,0.27203,0.28892,0.31752,0.34488
544,449.7394,0.26919,0.27203,0.28891,0.31751,0.34487
545,450.5694,0.26918,0.27202,0.28891,0.3175,0.34487
546,451.3894,0.26918,0.27201,0.2889,0.3175,0.34487
547,452.2194,0.26918,0.27201,0.28889,0.31749,0.34486
548,453.0494,0.26918,0.272,0.28888,0.31748,0.34486
549,453.8694,0.26918,0.27199,0.28887,0.31747,0.34485
550,454.6994,0.26918,0.27199,0.28887,0.31747,0.34485
551,455.5294,0.26917,0.27198,0.28886,0.31746,0.34485
552,456.3594,0.26917,0.27197,0.28885,0.31745,0.34484
553,457.1794,0.26917,0.27197,0.28884,0.31744,0.34484
554,458.0094,0.26917,0.27196,0.28884,0.31744,0.34484
555,458.8394,0.26917,0.27195,0.28883,0.31743,0.34483
556,459.6594,0.26917,0.27195,0.28882,0.31743,0.34483
557,460.4894,0.26916,0.27194,0.28882,0.31742,0.34483
558,461.3194,0.26916,0.27193,0.28881,0.31742,0.34482
559,462.1394,0.26916,0.27192,0.2888,0.31741,0.34482
560,462.9694,0.26916,0.27192,0.2888,0.31741,0.34482
561,463.7994,0.26916,0.27191,0.28879,0.31741,0.34482
562,464.6194,0.26916,0.2719,0.28879,0.3174,0.34481
563,465.4494,0.26915,0.2719,0.28878,0.3174,0.34481
564,466.2794,0.26915,0.27189,0.28878,0.3174,0.34481
565,467.0994,0.26915,0.27188,0.28877,0.31739,0.34481
566,467.9294,0.26915,0.27188,0.28877,0.31739,0.3448
567,468.7594,0.26915,0.27187,0.28876,0.31739,0.3448
568,469.5794,0.26915,0.27186,0.28876,0.31739,0.3448
569,470.4094,0.26914,0.27185,0.28875,0.31739,0.3448
570,471.2394,0.26914,0.27184,0.28875,0.31739,0.3448
571,472.0594,0.26914,0.27184,0.28874,0.31738,0.3448
572,472.8894,0.26914,0.27183,0.28874,0.31738,0.3448
573,473.7194,0.26914,0.27182,0.28874,0.31739,0.3448
574,474.5394,0.26914,0.27182,0.28874,0.31739,0.3448
575,475.3694,0.26914,0.27181,0.28873,0.31739,0.3448
576,476.1994,0.26914,0.27181,0.28873,0.31739,0.3448
577,477.0194,0.26914,0.2718,0.28873,0.3174,0.3448
578,477.8494,0.26913,0.27179,0.28873,0.3174,0.3448
579,478.6794,0.26913,0.27179,0.28873,0.3174,0.3448
580,479.4994,0.26913,0.27178,0.28873,0.3174,0.3448
581,480.3294,0.26913,0.27178,0.28873,0.3174,0.3448
582,481.1594,0.26913,0.27177,0.28873,0.31741,0.3448
583,481.9794,0.26913,0.27176,0.28873,0.31741,0.3448
584,482.8094,0.26913,0.27176,0.28873,0.31742,0.3448
585,483.6394,0.26913,0.27175,0.28873,0.31742,0.3448
586,484.4594,0.26913,0.27174,0.28873,0.31742,0.3448
587,485.2894,0.26912,0.27173,0.28873,0.31743,0.3448
588,486.1194,0.26912,0.27173,0.28873,0.31743,0.3448
589,486.9394,0.26912,0.27172,0.28873,0.31744,0.3448
590,487.7694,0.26912,0.27171,0.28873,0.31744,0.3448
591,488.5994,0.26912,0.27171,0.28873,0.31744,0.3448
592,489.4194,0.26912,0.2717,0.28873,0.31745,0.3448
593,490.2494,0.26912,0.27169,0.28872,0.31745,0.3448
594,491.0794,0.26912,0.27169,0.28873,0.31746,0.3448
595,491.8994,0.26912,0.27168,0.28873,0.31747,0.3448
596,492.7294,0.26912,0.27167,0.28873,0.31748,0.34481
597,493.5594,0.26911,0.27167,0.28874,0.31749,0.34481
598,494.3794,0.26911,0.27166,0.28874,0.31749,0.34481
599,495.2094,0.26911,0.27166,0.28874,0.3175,0.34481
600,496.0394,0.26911,0.27165,0.28875,0.31751,0.34481
601,496.8594,0.26911,0.27164,0.28875,0.31752,0.34482
602,497.6894,0.26911,0.27164,0.28875,0.31753,0.34482
603,498.5194,0.26911,0.27163,0.28876,0.31754,0.34482
604,499.3394,0.26911,0.27162,0.28876,0.31755,0.34482
605,500.1694,0.26911,0.27162,0.28877,0.31756,0.34483
606,500.9994,0.26911,0.27161,0.28877,0.31757,0.34483
607,501.8294,0.2691,0.2716,0.28877,0.31758,0.34483
608,502.6494,0.2691,0.2716,0.28878,0.31759,0.34483
609,503.4794,0.2691,0.27159,0.28879,0.3176,0.34484
610,504.3094,0.2691,0.27159,0.28879,0.31762,0.34484
611,505.1294,0.2691,0.27158,0.2888,0.31763,0.34484
612,505.9594,0.2691,0.27157,0.28881,0.31764,0.34485
613,506.7894,0.2691,0.27157,0.28881,0.31765,0.34485
614,507.6094,0.2691,0.27156,0.28882,0.31767,0.34485
615,508.4394,0.2691,0.27156,0.28883,0.31768,0.34486
616,509.2694,0.2691,0.27155,0.28884,0.31769,0.34486
617,510.0894,0.2691,0.27155,0.28884,0.3177,0.34486
618,510.9194,0.2691,0.27154,0.28885,0.31772,0.34487
619,511.7494,0.2691,0.27154,0.28887,0.31774,0.34487
620,512.5694,0.26909,0.27153,0.28888,0.31776,0.34488
621,513.3994,0.26909,0.27153,0.28889,0.31777,0.34488
622,514.2294,0.26909,0.27152,0.2889,0.31779,0.34489
623,515.0494,0.26909,0.27152,0.28891,0.31781,0.34489
624,515.8794,0.26909,0.27151,0.28892,0.31783,0.3449
625,516.7094,0.26909,0.27151,0.28894,0.31784,0.3449
626,517.5294,0.26909,0.27151,0.28895,0.31786,0.34491
627,518.3594,0.26909,0.2715,0.28896,0.31788,0.34491
628,519.1894,0.26909,0.2715,0.28897,0.3179,0.34492
629,520.0094,0.26909,0.27149,0.28899,0.31791,0.34492
630,520.8394,0.26909,0.27149,0.289,0.31793,0.34493
631,521.6694,0.26909,0.27149,0.28902,0.31795,0.34493
632,522.4894,0.26909,0.27149,0.28903,0.31797,0.34494
633,523.3194,0.26909,0.27148,0.28905,0.31799,0.34495
634,524.1494,0.26909,0.27148,0.28906,0.31801,0.34495
635,524.9694,0.26909,0.27148,0.28907,0.31803,0.34496
636,525.7994,0.26909,0.27147,0.28909,0.31805,0.34496
637,526.6294,0.26908,0.27147,0.28911,0.31808,0.34497
638,527.4494,0.26908,0.27146,0.28913,0.3181,0.34498
639,528.2794,0.26908,0.27146,0.28914,0.31812,0.34498
640,529.1094,0.26908,0.27146,0.28916,0.31815,0.34499
641,529.9294,0.26908,0.27145,0.28918,0.31817,0.345
642,530.7594,0.26908,0.27145,0.2892,0.31819,0.345
643,531.5894,0.26908,0.27144,0.28922,0.31822,0.34501
644,532.4094,0.26908,0.27144,0.28923,0.31824,0.34502
645,533.2394,0.26908,0.27144,0.28925,0.31826,0.34502
646,534.0694,0.26908,0.27143,0.28927,0.31829,0.34503
647,534.8894,0.26908,0.27143,0.28929,0.31831,0.34504
648,535.7194,0.26908,0.27142,0.28931,0.31833,0.34505
649,536.5494,0.26908,0.27142,0.28932,0.31836,0.34505
650,537.3694,0.26908,0.27142,0.28934,0.31838,0.34506
651,538.1994,0.26908,0.27141,0.28936,0.3184,0.34507
652,539.0294,0.26907,0.27141,0.28938,0.31843,0.34507
653,539.8494,0.26907,0.27141,0.28941,0.31846,0.34508
654,540.6794,0.26908,0.27141,0.28944,0.31849,0.34509
655,541.5094,0.26908,0.27141,0.28947,0.31853,0.3451
656,542.3294,0.26908,0.27142,0.2895,0.31856,0.34511
657,543.1594,0.26908,0.27142,0.28952,0.31859,0.34512
658,543.9894,0.26908,0.27142,0.28955,0.31862,0.34513
659,544.8194,0.26908,0.27142,0.28958,0.31865,0.34514
660,545.6394,0.26908,0.27142,0.28961,0.31868,0.34515
661,546.4694,0.26907,0.27142,0.28964,0.31872,0.34516
662,547.2994,0.26907,0.27142,0.28967,0.31875,0.34517
663,548.1194,0.26907,0.27142,0.2897,0.31878,0.34518
664,548.9494,0.26907,0.27142,0.28973,0.31881,0.34519
665,549.7794,0.26907,0.27142,0.28976,0.31885,0.3452
666,550.5994,0.26907,0.27142,0.28979,0.31888,0.34521
667,551.4294,0.26907,0.27142,0.28982,0.31891,0.34522
668,552.2594,0.26907,0.27142,0.28985,0.31894,0.34523
669,553.0794,0.26907,0.27142,0.28988,0.31898,0.34524
670,553.9094,0.26907,0.27142,0.28991,0.31901,0.34525
671,554.7394,0.26907,0.27142,0.28994,0.31904,0.34526
672,555.5594,0.26907,0.27142,0.28997,0.31907,0.34527
673,556.3894,0.26907,0.27142,0.29,0.31911,0.34528
674,557.2194,0.26907,0.27142,0.29003,0.31914,0.34529
675,558.0394,0.26907,0.27142,0.29006,0.31917,0.3453
676,558.8694,0.26907,0.27142,0.29009,0.3192,0.34531
677,559.6994,0.26907,0.27142,0.29012,0.31924,0.34532
678,560.5194,0.26907,0.27143,0.29016,0.31928,0.34533
679,561.3494,0.26907,0.27143,0.29019,0.31931,0.34534
680,562.1794,0.26907,0.27144,0.29024,0.31935,0.34535
681,562.9994,0.26907,0.27144,0.29028,0.3194,0.34536
682,563.8294,0.26907,0.27145,0.29032,0.31944,0.34538
683,564.6594,0.26907,0.27146,0.29036,0.31948,0.34539
684,565.4794,0.26907,0.27146,0.29041,0.31952,0.3454
685,566.3094,0.26907,0.27147,0.29045,0.31956,0.34541
686,567.1394,0.26907,0.27147,0.29049,0.3196,0.34543
687,567.9594,0.26907,0.27148,0.29054,0.31965,0.34544
688,568.7894,0.26907,0.27149,0.29058,0.31969,0.34545
689,569.6194,0.26907,0.27149,0.29062,0.31973,0.34546
690,570.4394,0.26907,0.2715,0.29067,0.31977,0.34548
691,571.2694,0.26907,0.2715,0.29071,0.31981,0.34549
692,572.0994,0.26907,0.27151,0.29075,0.31985,0.3455
693,572.9194,0.26907,0.27152,0.29079,0.3199,0.34551
694,573.7494,0.26907,0.27152,0.29084,0.31994,0.34553
695,574.5794,0.26907,0.27153,0.29089,0.31999,0.34554
696,575.3994,0.26907,0.27154,0.29094,0.32003,0.34556
697,576.2294,0.26907,0.27155,0.29099,0.32007,0.34557
698,577.0594,0.26907,0.27156,0.29103,0.32012,0.34558
699,577.8794,0.26907,0.27157,0.29108,0.32016,0.3456
700,578.7094,0.26907,0.27157,0.29113,0.32021,0.34561
701,579.5394,0.26907,0.27159,0.29118,0.32026,0.34562
702,580.3594,0.26907,0.2716,0.29124,0.32031,0.34564
703,581.1894,0.26907,0.27161,0.29129,0.32035,0.34565
704,582.0194,0.26907,0.27162,0.29135,0.3204,0.34567
705,582.8394,0.26908,0.27164,0.2914,0.32045,0.34568
706,583.6694,0.26908,0.27165,0.29146,0.3205,0.3457
707,584.4994,0.26908,0.27167,0.29152,0.32055,0.34571
708,585.3194,0.26908,0.27168,0.29158,0.3206,0.34573
709,586.1494,0.26908,0.2717,0.29164,0.32066,0.34574
710,586.9794,0.26908,0.27172,0.29171,0.32071,0.34576
711,587.7994,0.26908,0.27173,0.29177,0.32076,0.34577
712,588.6294,0.26908,0.27175,0.29183,0.32082,0.34579
713,589.4594,0.26908,0.27177,0.29189,0.32087,0.34581
714,590.2894,0.26908,0.27179,0.29196,0.32092,0.34582
715,591.1094,0.26908,0.2718,0.29202,0.32098,0.34584
716,591.9394,0.26908,0.27182,0.29208,0.32103,0.34585
717,592.7694,0.26908,0.27184,0.29214,0.32108,0.34587
718,593.5894,0.26908,0.27185,0.29221,0.32113,0.34588
719,594.4194,0.26908,0.27187,0.29227,0.32119,0.3459
720,595.2494,0.26908,0.27189,0.29233,0.32124,0.34592
721,596.0694,0.26908,0.27191,0.29239,0.32129,0.34593
722,596.8994,0.26908,0.27192,0.29246,0.32135,0.34595
723,597.7294,0.26908,0.27194,0.29252,0.3214,0.34596
724,598.5494,0.26908,0.27196,0.29258,0.32145,0.34598
725,599.3794,0.26909,0.27198,0.29265,0.32151,0.34599
726,600.2094,0.26909,0.272,0.29272,0.32156,0.34601
727,601.0294,0.26909,0.27203,0.2928,0.32162,0.34603
728,601.8594,0.26909,0.27205,0.29287,0.32169,0.34605
729,602.6894,0.26909,0.27208,0.29295,0.32175,0.34607
730,603.5094,0.26909,0.27211,0.29303,0.32181,0.34608
731,604.3394,0.26909,0.27214,0.29311,0.32187,0.3461
732,605.1694,0.26909,0.27216,0.29319,0.32193,0.34612
733,605.9894,0.26909,0.27219,0.29326,0.32199,0.34614
734,606.8194,0.2691,0.27222,0.29334,0.32206,0.34616
735,607.6494,0.2691,0.27225,0.29342,0.32212,0.34617
736,608.4694,0.2691,0.27227,0.2935,0.32218,0.34619
737,609.2994,0.2691,0.2723,0.29358,0.32224,0.34621
738,610.1294,0.2691,0.27233,0.29366,0.3223,0.34623
739,610.9494,0.2691,0.27236,0.29374,0.32237,0.34625
740,611.7794,0.2691,0.2724,0.29382,0.32243,0.34627
741,612.6094,0.26911,0.27243,0.29391,0.3225,0.34629
742,613.4294,0.26911,0.27246,0.29399,0.32256,0.3463
743,614.2594,0.26911,0.2725,0.29408,0.32263,0.34632
744,615.0894,0.26911,0.27253,0.29416,0.32269,0.34634
745,615.9094,0.26912,0.27258,0.29426,0.32276,0.34636
746,616.7394,0.26912,0.27262,0.29435,0.32283,0.34638
747,617.5694,0.26912,0.27266,0.29444,0.3229,0.3464
748,618.3894,0.26913,0.2727,0.29454,0.32297,0.34642
749,619.2194,0.26913,0.27274,0.29463,0.32303,0.34644
750,620.0494,0.26913,0.27278,0.29473,0.3231,0.34646
751,620.8694,0.26913,0.27283,0.29482,0.32317,0.34648
752,621.6994,0.26914,0.27287,0.29491,0.32324,0.3465
753,622.5294,0.26914,0.27291,0.29501,0.32331,0.34652
754,623.3494,0.26914,0.27295,0.2951,0.32338,0.34654
755,624.1794,0.26915,0.273,0.2952,0.32345,0.34656
756,625.0094,0.26915,0.27304,0.2953,0.32352,0.34658
757,625.8294,0.26915,0.27309,0.29539,0.32359,0.3466
758,626.6594,0.26916,0.27313,0.29549,0.32366,0.34662
759,627.4894,0.26916,0.27318,0.29559,0.32373,0.34665
760,628.3094,0.26917,0.27322,0.29569,0.3238,0.34667
761,629.1394,0.26917,0.27327,0.29578,0.32388,0.34669
762,629.9694,0.26918,0.27333,0.29589,0.32395,0.34671
763,630.7894,0.26918,0.27339,0.296,0.32403,0.34673
764,631.6194,0.26919,0.27345,0.29611,0.3241,0.34675
765,632.4494,0.2692,0.27351,0.29622,0.32418,0.34678
766,633.2794,0.26921,0.27357,0.29634,0.32426,0.3468
767,634.0994,0.26921,0.27364,0.29645,0.32434,0.34682
768,634.9294,0.26922,0.2737,0.29656,0.32441,0.34684
769,635.7594,0.26923,0.27376,0.29667,0.32449,0.34687
770,636.5794,0.26924,0.27383,0.29679,0.32457,0.34689
771,637.4094,0.26924,0.27389,0.2969,0.32465,0.34691
772,638.2394,0.26925,0.27395,0.29702,0.32473,0.34693
773,639.0594,0.26926,0.27402,0.29713,0.32481,0.34696
774,639.8894,0.26927,0.27408,0.29724,0.32488,0.34698
775,640.7194,0.26927,0.27414,0.29736,0.32496,0.347
776,641.5394,0.26928,0.27421,0.29747,0.32504,0.34702
777,642.3694,0.26929,0.27427,0.29759,0.32512,0.34705
778,643.1994,0.2693,0.27435,0.29771,0.3252,0.34707
779,644.0194,0.26932,0.27443,0.29784,0.32529,0.34709
780,644.8494,0.26933,0.27451,0.29796,0.32537,0.34712
781,645.6794,0.26934,0.27459,0.29809,0.32545,0.34714
782,646.4994,0.26936,0.27467,0.29822,0.32554,0.34717
783,647.3294,0.26937,0.27475,0.29835,0.32562,0.34719
784,648.1594,0.26938,0.27483,0.29847,0.32571,0.34721
785,648.9794,0.26939,0.27491,0.2986,0.32579,0.34724
786,649.8094,0.26941,0.27499,0.29873,0.32588,0.34726
787,650.6394,0.26943,0.27509,0.29887,0.32597,0.34729
788,651.4594,0.26945,0.27519,0.29901,0.32605,0.34731
789,652.2894,0.26947,0.27529,0.29915,0.32614,0.34734
790,653.1194,0.26949,0.27539,0.29928,0.32623,0.34736
791,653.9394,0.26951,0.27548,0.29942,0.32632,0.34739
792,654.7694,0.26953,0.27558,0.29956,0.32641,0.34741
793,655.5994,0.26955,0.27568,0.2997,0.3265,0.34744
794,656.4194,0.26957,0.27578,0.29984,0.32659,0.34746
795,657.2494,0.26959,0.27588,0.29998,0.32668,0.34749
796,658.0794,0.26961,0.27597,0.30012,0.32676,0.34751
797,658.8994,0.26963,0.27607,0.30026,0.32685,0.34754
798,659.7294,0.26966,0.27617,0.3004,0.32694,0.34756
799,660.5594,0.26968,0.27627,0.30053,0.32703,0.34759
800,661.3794,0.2697,0.27637,0.30067,0.32712,0.34761
801,662.2094,0.26972,0.27646,0.30081,0.32721,0.34764
802,663.0394,0.26974,0.27656,0.30095,0.3273,0.34766
803,663.8594,0.26976,0.27666,0.30109,0.32738,0.34769
804,664.6894,0.26978,0.27677,0.30124,0.32748,0.34772
805,665.5194,0.26982,0.27689,0.30139,0.32757,0.34774
806,666.3394,0.26986,0.27702,0.30155,0.32767,0.34777
807,667.1694,0.26989,0.27715,0.30172,0.32777,0.3478
808,667.9994,0.26993,0.27729,0.30188,0.32787,0.34783
809,668.8194,0.26997,0.27742,0.30204,0.32797,0.34785
810,669.6494,0.27001,0.27755,0.3022,0.32806,0.34788
811,670.4794,0.27005,0.27769,0.30236,0.32816,0.34791
812,671.2994,0.27009,0.27782,0.30252,0.32826,0.34794
813,672.1294,0.27013,0.27795,0.30268,0.32836,0.34796
814,672.9594,0.27017,0.27808,0.30284,0.32846,0.34799
815,673.7794,0.27021,0.27822,0.303,0.32855,0.34802
816,674.6094,0.27025,0.27835,0.30317,0.32865,0.34805
817,675.4394,0.27031,0.27851,0.30334,0.32876,0.34807
818,676.2694,0.27037,0.27866,0.30351,0.32886,0.3481
819,677.0894,0.27042,0.27882,0.30369,0.32896,0.34813
820,677.9194,0.27048,0.27898,0.30386,0.32907,0.34816
821,678.7494,0.27054,0.27914,0.30404,0.32917,0.34819
822,679.5694,0.2706,0.27929,0.30422,0.32928,0.34822
823,680.3994,0.27066,0.27945,0.30439,0.32938,0.34825
824,681.2294,0.27072,0.27962,0.30457,0.32948,0.34828
825,682.0494,0.27079,0.27979,0.30475,0.32959,0.34831
826,682.8794,0.27086,0.27996,0.30493,0.32969,0.34834
827,683.7094,0.27092,0.28013,0.30511,0.3298,0.34837
828,684.5294,0.27099,0.2803,0.30529,0.3299,0.34839
829,685.3594,0.27106,0.28047,0.30546,0.33001,0.34842
830,686.1894,0.27113,0.28063,0.30564,0.33011,0.34845
831,687.0094,0.27119,0.2808,0.30582,0.33021,0.34848
832,687.8394,0.27126,0.28097,0.306,0.33032,0.34851
833,688.6694,0.27133,0.28114,0.30618,0.33042,0.34854
834,689.4894,0.2714,0.28132,0.30637,0.33053,0.34857
835,690.3194,0.27148,0.28149,0.30655,0.33064,0.3486
836,691.1494,0.27158,0.28169,0.30674,0.33075,0.34863
837,691.9694,0.27168,0.2819,0.30694,0.33086,0.34866
838,692.7994,0.27179,0.28211,0.30714,0.33097,0.34869
839,693.6294,0.27189,0.28231,0.30734,0.33109,0.34872
840,694.4494,0.272,0.28252,0.30754,0.3312,0.34875
841,695.2794,0.2721,0.28273,0.30774,0.33131,0.34878
842,696.1094,0.27221,0.28294,0.30794,0.33142,0.34881
843,696.9294,0.27232,0.28314,0.30814,0.33153,0.34884
844,697.7594,0.27242,0.28335,0.30833,0.33165,0.34888
845,698.5894,0.27253,0.28356,0.30853,0.33176,0.34891
846,699.4094,0.27263,0.28376,0.30873,0.33187,0.34894
847,700.2394,0.27274,0.28398,0.30893,0.33198,0.34897
848,701.0694,0.27287,0.2842,0.30914,0.3321,0.349
849,701.8894,0.27299,0.28443,0.30934,0.33221,0.34903
850,702.7194,0.27311,0.28465,0.30955,0.33233,0.34906
851,703.5494,0.27326,0.28489,0.30976,0.33245,0.34909
852,704.3694,0.27343,0.28515,0.30999,0.33257,0.34913
853,705.1994,0.27359,0.28541,0.31021,0.33269,0.34916
854,706.0294,0.27376,0.28567,0.31043,0.33281,0.34919
855,706.8494,0.27393,0.28593,0.31066,0.33294,0.34923
856,707.6794,0.27409,0.28619,0.31088,0.33306,0.34926
857,708.5094,0.27426,0.28645,0.3111,0.33318,0.34929
858,709.3294,0.27443,0.28671,0.31133,0.3333,0.34933
859,710.1594,0.27459,0.28697,0.31155,0.33342,0.34936
860,710.9894,0.27476,0.28723,0.31177,0.33355,0.34939
861,711.8094,0.27493,0.28749,0.312,0.33367,0.34943
862,712.6394,0.27509,0.28775,0.31222,0.33379,0.34946
863,713.4694,0.27526,0.28801,0.31244,0.33391,0.34949
864,714.2894,0.27543,0.28827,0.31267,0.33403,0.34953
