,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0004155324275570014,0.00022323601816273111,0.014200764125440486,0.00015394680239060371,3.5377302945712676,0.00019229640939427028,0.013785231697883484,K97_23_1_1_1
