Nested Sampling Global Log-Evidence           :   -0.145430764834242066E+01  +/-    0.409589853180308688E-01

Dim No.       Mean        Sigma
   1    0.739666977330742381E+00    0.163810548035074710E+01
   2    0.120983075777956378E+04    0.126164579227046492E+02
   3    0.900416391539424600E-03    0.947759193563008046E-04
   4    0.724922931808266355E+02    0.976231849042853650E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.146949175192702571E-02
   2    0.121939894734991094E+04
   3    0.108558395522142257E-02
   4    0.740636552020310290E+02

MAP Parameters
Dim No.        Parameter
   1    0.777067210827156885E+01
   2    0.117562985031782864E+04
   3    0.818564878548713412E-03
   4    0.739511047697869657E+02
