,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00017371364571585422,0.00014433011376707033,0.00020751310254702406,0.00012322607412963913,0.00023987727935408497,2.938353194878389e-05,3.3799456831169836e-05,SW_7_8_1
