,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,6.975943259926729,1.706900761625182,25.524203989516614,0.6098952086609534,70.5881806431668,5.269042498301547,18.548260729589884,Ol5B_lg
