,t,T,lnfO2,P,Ea,C0,C1,b1,Profile
0,6.975943259926729,1212.354014020184,-18.325039164899167,0.7580580983554198,202650.45806832187,0.8595257348025507,0.8664379833710638,4.382499036566888,Ol5B_lg
