    0.118857450498384424E+04    0.407643022412032906E+04    0.117532262095242345E+04    0.120234994220659905E+04   -0.186628642891134575E+02    0.349560200082623951E+00    0.853937543869018545E+00    0.836555900931358343E+00    0.851976401567459130E+00    0.112887279987335205E+03    0.266990434527397147E+01   -0.658570734791295109E+01    0.194797628585714228E+00   -0.767332791911545709E+01   -0.275622188319432571E+05   -0.391155454018149890E-09   -0.220818299862191196E-06   -0.102033787482616644E+05   -0.599146350544150419E+01    1
    0.135485653596055773E+02    0.359800035228200613E+04    0.118602577255869346E+04    0.121992413303535363E+04   -0.195077850131478421E+02    0.405517937571643006E+00    0.853626044750213642E+00    0.834391195535659769E+00    0.851773190975189221E+00    0.996566832065582275E+02    0.431363766372203798E+02   -0.576486743415631864E+01    0.209985108776388707E+00   -0.813410330093598688E+01   -0.275429763401898490E+05   -0.388532022996758835E-09   -0.283339799495433919E-06   -0.101676637350402179E+05   -0.599396350544151169E+01    1
    0.366994270009938095E+01    0.205093706817398879E+04    0.119323779337905148E+04    0.120297277882262256E+04   -0.187851159705310877E+02    0.452164622730444887E+00    0.848354753971099829E+00    0.835683036625385234E+00    0.851920905947685214E+00    0.115407862663269043E+03    0.181639572083950043E+02   -0.719870732403752456E+01    0.216847518519299037E+00   -0.713735031291083732E+01   -0.263847932566439413E+05   -0.468142124420967733E-09   -0.202484681468700583E-06   -0.100981266541282002E+05   -0.599646350544151474E+01    1
    0.297669031408694995E+00    0.204539597530672040E+04    0.119457159522272264E+04    0.121197244158298281E+04   -0.191086866694017843E+02    0.489477646925295051E+00    0.849755600929260280E+00    0.836719023406505502E+00    0.851862137496471439E+00    0.901244699954986572E+02    0.417917126774787917E+02   -0.712093889030025817E+01    0.213754483324081368E+00   -0.704219342271631454E+01   -0.268493763522035006E+05   -0.101828193312527161E-08    0.779593249332586416E-06   -0.100221816727896476E+05   -0.599896350544151957E+01    1
    0.582740928140803471E+00    0.294851954797811959E+04    0.117290849319865515E+04    0.122667591679726888E+04   -0.189488773299484592E+02    0.511775948554231253E+00    0.853203649997711144E+00    0.836652018070220937E+00    0.851857281446456893E+00    0.932329964637756348E+02    0.388193812370300284E+01   -0.716653531431336255E+01    0.249576219079350375E+00   -0.674084548184273480E+01   -0.259303204729394165E+05   -0.986423578497399136E-10   -0.865548112977264209E-06   -0.998653384887173888E+04   -0.600146350544151552E+01    1
    0.483023815777941437E+02    0.353243929999408601E+04    0.117476943581779915E+04    0.121468494595526931E+04   -0.182868268092513517E+02    0.320501405075137802E+00    0.853941826820373562E+00    0.836145505607128081E+00    0.851726369976997355E+00    0.103239091634750366E+03    0.195047616541385658E+02   -0.770999943001873511E+01    0.215146256100159528E+00   -0.689692445718738512E+01   -0.261773230363329167E+05   -0.386193250351790287E-09   -0.265150731663430000E-06   -0.974141027699482220E+04   -0.600396350544151858E+01    1
    0.156100991321657490E+01    0.394694820129052550E+04    0.120568310567454682E+04    0.118432831191513083E+04   -0.189263462287009858E+02    0.422582325162055628E+00    0.848723831653594996E+00    0.836594114542007383E+00    0.851649904489517162E+00    0.849821603298187256E+02    0.679043002724647504E+01   -0.804511470322591471E+01    0.159345921531782952E+00   -0.720844495251481288E+01   -0.272605264995921934E+05    0.120137574649642847E-08   -0.282351786942957029E-05   -0.960488015480011018E+04   -0.600646350544151630E+01    1
    0.130568548345947420E+03    0.148236093144928918E+04    0.121732931617584040E+04    0.120176071285279272E+04   -0.179011648485720194E+02    0.413237474301844876E+00    0.848735638618469235E+00    0.836697153568267793E+00    0.851665024101734169E+00    0.132152789831161499E+03    0.528401016891002655E+02   -0.650676560965449102E+01    0.195366477801193122E+00   -0.804783841182904602E+01   -0.271855251731382887E+05   -0.153759611373094344E-09   -0.626753623770198361E-06   -0.951563334287501857E+04   -0.600896350544152469E+01    1
    0.747615802452151001E+01    0.271556464572151253E+04    0.117412618601168015E+04    0.119686601528806614E+04   -0.195357060727450893E+02    0.267213496728820110E+00    0.851285478115081817E+00    0.835002791762351926E+00    0.851515219509601518E+00    0.922848606109619141E+02    0.405470926046371432E+02   -0.771458682869393098E+01    0.244355484701800102E+00   -0.662020130107611138E+01   -0.251638890965537248E+05    0.840046143641823512E-10   -0.119492561091840450E-05   -0.938196600826884605E+04   -0.601146350544151886E+01    1
    0.273097534996260869E+02    0.462123930964232568E+04    0.119714540628442091E+04    0.118446038900218264E+04   -0.187707889142341884E+02    0.386032297668943314E+00    0.848703104972839295E+00    0.834026248812675397E+00    0.851508214831352195E+00    0.110914475917816162E+03    0.461203629195690183E+02   -0.614183615637991220E+01    0.226798932272160164E+00   -0.733151099689281160E+01   -0.272535817944615555E+05   -0.520577207274870176E-09   -0.107860296966383730E-06   -0.937084105308626022E+04   -0.601396350544150859E+01    1
