    0.784898346361362131E+00    0.770548014487703092E+01    0.118404593897829477E+04    0.122128706560906426E+04   -0.186028849253637318E+02    0.530435086806916423E+00    0.849096112862607666E+00    0.835625139006676676E+00    0.851381174940263663E+00    0.117594744099061998E+03    0.312722832622510012E+02   -0.753976021582459222E+01    0.165160487369739289E+00   -0.716625698789647192E+01   -0.277844286113435155E+05   -0.897722945683564755E-09    0.695694552740157294E-06   -0.369299874795403582E+02
    0.926633998274470794E+00    0.324615188332123106E+01    0.118413827723068903E+04    0.120677440091431345E+04   -0.185158453028689038E+02    0.274754907238065726E+00    0.849615383344400898E+00    0.836521780656016456E+00    0.851442681775614330E+00    0.121914472668559696E+03    0.314431941703269473E+02   -0.681457221340481567E+01    0.242806652272965273E+00   -0.661203384564206864E+01   -0.265998876945430275E+05   -0.106753186242037591E-08    0.769410531068906209E-06   -0.358031949254733064E+02
    0.109562115895036549E+01    0.830469186131976045E+01    0.115904270113998746E+04    0.119055289062183647E+04   -0.184160784964305755E+02    0.368960010780389314E+00    0.848775477192757699E+00    0.835883906981362390E+00    0.850875469028005482E+00    0.117298132084304882E+03    0.315691424159207479E+02   -0.765632511787198489E+01    0.176419874043509700E+00   -0.663999357329836570E+01   -0.279439255040905009E+05   -0.646246121914360946E-09    0.209083035449413303E-06   -0.357409661207061404E+02
    0.111504591399574318E+00    0.776383887677890705E+01    0.117782916292496520E+04    0.119862166717520790E+04   -0.192224859982376444E+02    0.607555943974816604E+00    0.849371977347091578E+00    0.836201001783032027E+00    0.850857363811543976E+00    0.119034152365737810E+03    0.316686470600006338E+02   -0.794154316463922427E+01    0.215309880530352216E+00   -0.738935671497773061E+01   -0.251316792803222415E+05    0.311634357963192721E-09   -0.144451858947462505E-05   -0.355547770064993358E+02
    0.945557836877724656E+00    0.503472161221798853E+01    0.117474712807798096E+04    0.120053619128009518E+04   -0.182451688037729163E+02    0.502522113184227015E+00    0.849401794951517908E+00    0.835926676798752655E+00    0.851526317367961472E+00    0.118205167445828536E+03    0.316391778582542891E+02   -0.777720253834760378E+01    0.215722681845704645E+00   -0.651132996943743869E+01   -0.264855260748515757E+05    0.154652412965508941E-09   -0.119502879672708657E-05   -0.355164290515528194E+02
    0.519284523486084115E+00    0.426154307351415262E+01    0.116701742824809776E+04    0.120262414069074589E+04   -0.176096824455502770E+02    0.484092682115999484E+00    0.849402449862406095E+00    0.835526030537337427E+00    0.850398581622494265E+00    0.118709176970087242E+03    0.352715437047620526E+02   -0.637751080372628909E+01    0.225054498852957280E+00   -0.734493435949530493E+01   -0.270761872840645119E+05   -0.989875311154076592E-10   -0.847572250960371429E-06   -0.354524017179710711E+02
    0.160640303726644534E+00    0.318108639059662135E+01    0.119909364700705055E+04    0.120355135037010064E+04   -0.188576045602475055E+02    0.444172929103253789E+00    0.848891374015375622E+00    0.836691592214058089E+00    0.851222097091589802E+00    0.121638161890393377E+03    0.309310217866854842E+02   -0.664961868514312560E+01    0.201683876762338093E+00   -0.687370920099386939E+01   -0.279588445381070051E+05   -0.517231370379406637E-09   -0.761040962831051672E-07   -0.353815433197553091E+02
    0.218215316299839396E+00    0.881022793896634582E+01    0.117807950786310926E+04    0.118759775867219446E+04   -0.183405736338276526E+02    0.346902561782634844E+00    0.849506399145323110E+00    0.835700152847954292E+00    0.850819521607768747E+00    0.119060509993032184E+03    0.317928142927382673E+02   -0.798809443330347957E+01    0.190894816121693095E+00   -0.694501162496281754E+01   -0.265460028718178619E+05   -0.540666381814461370E-10   -0.764558310216425305E-06   -0.353438135490768346E+02
    0.475589764626423384E+00    0.663255499642392010E+01    0.119995878354255524E+04    0.120102238125552867E+04   -0.181596036226804394E+02    0.496430039885953356E+00    0.849296728434240200E+00    0.835861018959486390E+00    0.851494623248112426E+00    0.118566333667722716E+03    0.328533178710320257E+02   -0.675673948058306184E+01    0.193081308644239141E+00   -0.788109513466167577E+01   -0.270462745965107970E+05   -0.308876409207151318E-09   -0.339343688531131061E-06   -0.351137111342246442E+02
    0.143709231613071076E+01    0.333712362880986468E+01    0.119254631146334100E+04    0.120194214143877662E+04   -0.188266974014956432E+02    0.238179421753905857E+00    0.848917671189512779E+00    0.836355834328975534E+00    0.851516410271636937E+00    0.119176594414661963E+03    0.306684220042716902E+02   -0.603158242108732523E+01    0.223068209016561769E+00   -0.717233593804753422E+01   -0.277689738052253197E+05   -0.838407732721540251E-09    0.409392827089338867E-06   -0.349889711248411857E+02
    0.794442808843435211E+00    0.240016720062534361E+01    0.119127512178561938E+04    0.122800703556207213E+04   -0.180525528277964291E+02    0.358304949748757096E+00    0.849383990269051758E+00    0.835201159195754439E+00    0.850990325716405094E+00    0.116865121202348263E+03    0.328488038399719571E+02   -0.530685159018887376E+01    0.280937653800739706E+00   -0.734239501133421335E+01   -0.264683953456944655E+05   -0.136542610174918415E-08    0.113149107885502610E-05   -0.349816211152084122E+02
    0.597929245693985090E+00    0.153258258553584237E+01    0.117076073251160665E+04    0.122158256041542063E+04   -0.186506309063540918E+02    0.465367444749157422E+00    0.848634120128842095E+00    0.836836614571153103E+00    0.851102835496556187E+00    0.119802765842524281E+03    0.324233770747396264E+02   -0.542575434754658303E+01    0.250287473721377218E+00   -0.722158125883088875E+01   -0.274690752788430982E+05   -0.735519574290468902E-09    0.134654075434201096E-06   -0.348109641197062842E+02
    0.253318409435795033E+00    0.583827484876551495E+01    0.118617345607190487E+04    0.120577018123843573E+04   -0.185645447680334676E+02    0.531036730533892776E+00    0.849375051780948187E+00    0.835516163561936587E+00    0.851610912745678350E+00    0.117595263670465584E+03    0.331551335581077709E+02   -0.719733161553635981E+01    0.218708936244608659E+00   -0.699026017882174777E+01   -0.264515360647831076E+05   -0.752997126797817917E-09    0.243193375990101163E-06   -0.347686569705848143E+02
    0.315075168650687965E+00    0.228253920752158379E+01    0.119150640328145732E+04    0.119401195319958651E+04   -0.179859102419212107E+02    0.411321334219185319E+00    0.848392156601723846E+00    0.836922246141952986E+00    0.849947180588515483E+00    0.119047967231234452E+03    0.333754584887519670E+02   -0.659856453142527943E+01    0.223128084947496835E+00   -0.702150732550671997E+01   -0.271022702092937798E+05   -0.290684386245624365E-09   -0.460596512416091470E-06   -0.346418332660334656E+02
    0.448955607424932568E+00    0.493288578366752262E+01    0.116370220489059216E+04    0.120014261586530984E+04   -0.186072903993952217E+02    0.443544169323757842E+00    0.849116195723741529E+00    0.836048574698012970E+00    0.851224071068098720E+00    0.117251783160402226E+03    0.308227246021229107E+02   -0.732094341525119585E+01    0.229559028105438878E+00   -0.689360398361159010E+01   -0.261278304230104550E+05   -0.801733180040793634E-09    0.362415703088730052E-06   -0.345295653699883971E+02
    0.669335717643098738E+00    0.482556689964532470E+01    0.116241938368518163E+04    0.119675612719426476E+04   -0.194873183920801338E+02    0.543193909394658725E+00    0.848542213656175659E+00    0.836817875780295872E+00    0.851092486076512333E+00    0.121544417172687474E+03    0.303441868615104937E+02   -0.760413132694992733E+01    0.213185335508319335E+00   -0.703826573112162546E+01   -0.260946148465701044E+05   -0.342946013914690203E-09   -0.349565770320131901E-06   -0.343626150285694223E+02
    0.114707789612701283E+00    0.404149361267356788E+01    0.118428693670490929E+04    0.121361729707540940E+04   -0.179611731193184454E+02    0.430499141164156995E+00    0.848971397767406155E+00    0.836270440922169622E+00    0.851543287877657873E+00    0.119055088959135816E+03    0.332449894155890462E+02   -0.760240844126944815E+01    0.201487743901399674E+00   -0.738540343295469004E+01   -0.261608146684574349E+05   -0.892796346998557604E-10   -0.759818705247129907E-06   -0.343312392513384737E+02
    0.815746229838690495E+00    0.505754911337162572E+01    0.117929471705358765E+04    0.119939805462377194E+04   -0.184068106520612140E+02    0.478353230538544283E+00    0.849364221559454680E+00    0.835722089552111469E+00    0.851703625204106030E+00    0.119844935185463157E+03    0.313271678100415016E+02   -0.631633759277574569E+01    0.244232068506745115E+00   -0.731640503842998591E+01   -0.265690305805292592E+05   -0.759663115156375249E-09    0.223717190747518664E-06   -0.343293915721247984E+02
    0.319133082598830886E+00    0.469417140094950902E+01    0.117744021180526147E+04    0.120262979294498678E+04   -0.189156137669650164E+02    0.593556691628097433E+00    0.849445874188512695E+00    0.836286396604285942E+00    0.850932818198917862E+00    0.121508445669468784E+03    0.312190930575711469E+02   -0.589914233264920185E+01    0.265128862267389465E+00   -0.736259962178096483E+01   -0.263108875633748466E+05   -0.139519780931677225E-08    0.128464857548637190E-05   -0.341027543608330177E+02
