,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00011490486993378588,9.792001713056598e-05,0.00013409911158859776,8.135900462567139e-05,0.0001563099633517776,1.69848528032199e-05,1.9194241654811877e-05,SW_7_4_1
