Nested Sampling Global Log-Evidence           :   -0.421340346614228700E+01  +/-    0.967556383021780514E-01

Dim No.       Mean        Sigma
   1    0.115791650722300564E-03    0.185765054563353084E-04
   2    0.121165228060455206E+04    0.117382415720730009E+02
   3    0.900728891246465571E-03    0.890497494607893618E-04
   4    0.750776547387316526E+02    0.922373465707532092E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.124781619720319925E-03
   2    0.120598075348115299E+04
   3    0.992258125597606086E-03
   4    0.739158926908134077E+02

MAP Parameters
Dim No.        Parameter
   1    0.109777637391230158E-03
   2    0.118952642307279712E+04
   3    0.918639143769854160E-03
   4    0.752823452579324481E+02
