Nested Sampling Global Log-Evidence           :   -0.351928159578931066E+01  +/-    0.870574712170747306E-01

Dim No.       Mean        Sigma
   1    0.307829509142873697E-02    0.706499503611370786E-03
   2    0.121117677249699182E+04    0.124175649974440194E+02
   3    0.904904867008425010E-03    0.975469536616823155E-04
   4    0.565544667397513479E+02    0.999162160096626062E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.254756044676203875E-02
   2    0.121809182096392237E+04
   3    0.802037929410754974E-03
   4    0.589106270094702182E+02

MAP Parameters
Dim No.        Parameter
   1    0.323297251033570314E-02
   2    0.121378471319251912E+04
   3    0.822370757554098013E-03
   4    0.569933832680256884E+02
