Nested Sampling Global Log-Evidence           :   -0.961058956992898894E+00  +/-    0.451657753969079770E-01

Dim No.       Mean        Sigma
   1    0.130360284962189432E+01    0.232736123789944083E+01
   2    0.120901866096339063E+04    0.130142336166327883E+02
   3    0.894910359794011813E-03    0.959599399703447178E-04
   4    0.142453977504570474E+03    0.982672254530725819E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.992580213527812470E-02
   2    0.118883195228642239E+04
   3    0.977014004078616358E-03
   4    0.143504747570760287E+03

MAP Parameters
Dim No.        Parameter
   1    0.502129431566688839E-02
   2    0.120311507037451770E+04
   3    0.924565651309428396E-03
   4    0.144017209927050061E+03
