Nested Sampling Global Log-Evidence           :   -0.308742424915840896E+01  +/-    0.803769257715168800E-01

Dim No.       Mean        Sigma
   1    0.715961377617187721E-03    0.388376691682250710E-01
   2    0.121258751919009728E+04    0.120202547510024313E+02
   3    0.891928626552580925E-03    0.962205737491994063E-04
   4    0.749796184271353923E+02    0.956416976452866274E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.336398855691293064E-03
   2    0.122614774781719552E+04
   3    0.844146229323942260E-03
   4    0.758092181857600309E+02

MAP Parameters
Dim No.        Parameter
   1    0.302929001266971892E-03
   2    0.123133541869272290E+04
   3    0.939110779723358524E-03
   4    0.760089570636508967E+02
