,0,"t_1 Median (days)","t_1 1sigma error low (days)","t_1 1sigma error high (days)","t_1 1 sigma low (days)","t_1 1 sigma high (days)","t_1 2 sigma low (days)","t_1 2 sigma high (days)","t_2 Median (days)","t_2 1sigma error low (days)","t_2 1sigma error high (days)","t_2 1 sigma low (days)","t_2 1 sigma high (days)","t_2 2 sigma low (days)","t_2 2 sigma high (days)","t_1c (days)","t_2c (days)","Profile"
0,0,1059.90545553197,199.993780478041,261.603900477405,859.911675053929,1321.50935600938,702.952883089736,1615.56257933791,1.94711618176668,0.654874017324794,0.890680565380883,1.29224216444188,2.83779674714756,0.89622050496557,3.85091453275193,1061.85257171374,1.94711618176668,"Ol5B_main"
0,0,0.247230673223624,0.113280925215522,0.294941536839205,0.133949748008102,0.542172210062829,0.105090776814913,1.1099596689579,3.86460422115865,1.06579038963335,1.41606641429134,2.7988138315253,5.28067063544999,2.08816415078121,7.10990969801715,4.11183489438227,3.86460422115865,"Ol4A"
