,"Median (days)","1 sigma low (days)","1 sigma high (days)","2 sigma low (days)","2 sigma high (days)","1sigma error low (days)","1sigma error high (days)","Profile"
0,0.546809397143331,0.305029982317437,0.894849551680533,0.168363111711089,1.38969651022773,0.241779414825894,0.348040154537202,"Ol1A"
0,24.6693080790157,14.2164803305087,39.2995185897233,9.51543562291753,59.1749749590641,10.452827748507,14.6302105107076,"Ol2B"
0,3.41071973002023,2.25919395050259,5.02265319328417,1.40421024384941,7.150245306263,1.15152577951764,1.61193346326394,"Ol5B_lg"
0,11.8458344487982,9.25090419743877,15.3314855160606,7.36401280130438,19.323376622012,2.59493025135938,3.48565106726241,"Ol13A"
