,"t1","t2","T1","T2","lnfO2","P","C0","C1","C2","b1","b2","lnD0_Fo","clnfO2_Fo","cXFo_Fo","cT_i_Fo","cP_Fo","cT_iP_Fo","Profile"
0,1059.90545553197,1.94711618176668,1229.0671876367,1211.48769589069,-18.3241405470057,0.738648189566901,0.894997300789993,0.865620778640633,0.858748296099231,68.5977724530735,14.3652781526685,-6.73602509715138,0.225424674006835,-7.16328967844822,-26754.104445818,-5.30937734409078E-10,-1.01716519327474E-07,"Ol5B_main"
0,0.247230673223624,3.86460422115865,1184.54533292739,1204.73265648651,-18.6787278112014,0.402975490561855,0.848853911164011,0.836671393138096,0.850962687812991,119.8322355894,31.6899570355701,-6.8588811082354,0.219942525599719,-7.1721264945276,-26763.6973588294,-5.14670606408084E-10,-9.81327792584666E-08,"Ol4A"
