Nested Sampling Global Log-Evidence           :   -0.386455603326792874E+01  +/-    0.920657882247815779E-01

Dim No.       Mean        Sigma
   1    0.313399830976670245E-03    0.689601430563432780E-04
   2    0.120934055786396084E+04    0.127272081665049051E+02
   3    0.912696362535539082E-03    0.885067534307116145E-04
   4    0.675110432086626417E+02    0.925049147508367864E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.322631603375823028E-03
   2    0.122463839757363689E+04
   3    0.916586836015714388E-03
   4    0.691801870466066475E+02

MAP Parameters
Dim No.        Parameter
   1    0.276310947544565586E-03
   2    0.121474288427482907E+04
   3    0.906556772265881329E-03
   4    0.667686514318877187E+02
