Nested Sampling Global Log-Evidence           :   -0.429153417150848426E+01  +/-    0.976492683986489030E-01

Dim No.       Mean        Sigma
   1    0.600338176060882843E-03    0.951184012216266754E-04
   2    0.121024020008939942E+04    0.124929635112251223E+02
   3    0.901644503247982622E-03    0.885110423575265236E-04
   4    0.914217668935850725E+02    0.977060988932391128E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.642064783792875137E-03
   2    0.119771057341281721E+04
   3    0.106663268693936312E-02
   4    0.915837577230080626E+02

MAP Parameters
Dim No.        Parameter
   1    0.554385189702414813E-03
   2    0.123108954869616923E+04
   3    0.797274075777997643E-03
   4    0.914592830400605266E+02
