,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,0.8602180607367177,0.27759073662111966,3.461848738077855,0.13097165850461784,10.673087692983813,0.582627324115598,2.6016306773411375,Ol1A
