Nested Sampling Global Log-Evidence           :   -0.419291291573296565E+01  +/-    0.963086272781999292E-01

Dim No.       Mean        Sigma
   1    0.779749391762781983E-03    0.133224633825517635E-03
   2    0.120993567372409439E+04    0.122163208498920550E+02
   3    0.910871682815054878E-03    0.922437596482772427E-04
   4    0.889827959516023128E+02    0.893651900908723373E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.765796760244603935E-03
   2    0.120523643110951207E+04
   3    0.948040578080303932E-03
   4    0.894880582734782024E+02

MAP Parameters
Dim No.        Parameter
   1    0.868659233320352112E-03
   2    0.121137040947054493E+04
   3    0.905933859674236354E-03
   4    0.884978089975594315E+02
