Nested Sampling Global Log-Evidence           :   -0.389262896364486544E+01  +/-    0.921827543567041857E-01

Dim No.       Mean        Sigma
   1    0.845525660739981412E-04    0.181623822784707939E-04
   2    0.120987117138090457E+04    0.120920011167401924E+02
   3    0.902340482143359156E-03    0.813311171135460315E-04
   4    0.991538360533394467E+02    0.963444379499915793E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.107202973840393479E-03
   2    0.122370299467649261E+04
   3    0.105376409120706599E-02
   4    0.985288240604235455E+02

MAP Parameters
Dim No.        Parameter
   1    0.970705783838922301E-04
   2    0.119415456804913333E+04
   3    0.991012360100432862E-03
   4    0.978948830265680243E+02
