Nested Sampling Global Log-Evidence           :   -0.325403655824876337E+01  +/-    0.822244359922890133E-01

Dim No.       Mean        Sigma
   1    0.221442342752881452E-02    0.481361552264939069E-01
   2    0.120942589913593611E+04    0.120638641394693718E+02
   3    0.907831519541181672E-03    0.879061882451622238E-04
   4    0.120018581099466786E+03    0.876657765608482631E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.157919829327923442E-02
   2    0.122720367759829037E+04
   3    0.850057712402860211E-03
   4    0.119918433890835075E+03

MAP Parameters
Dim No.        Parameter
   1    0.234680735798674421E-02
   2    0.122661039223172475E+04
   3    0.929972550536100695E-03
   4    0.120020531490387654E+03
