    0.927844186118064407E+00    0.122261985991273650E+04   -0.184255034800411863E+02    0.583921888733107575E+00    0.200736029518598778E+06    0.852391092329264022E+00    0.847900626608445562E+00    0.776091953208621543E+01   -0.227131787089727659E+02
    0.696968295611505173E+01    0.121992634115391456E+04   -0.185630919532780290E+02    0.378726828349840838E+00    0.214421585865868925E+06    0.851764011823271661E+00    0.848037577678509069E+00    0.525667234849159026E+01   -0.226230147704638540E+02
    0.267225902820866823E+01    0.121210041278377389E+04   -0.174892479337615718E+02    0.363252139991123046E+00    0.213315822170818981E+06    0.851944720336800687E+00    0.847713756405045538E+00    0.587270700422911496E+01   -0.222965607250660653E+02
    0.202194220887428466E+01    0.119635840168530649E+04   -0.183013769359587748E+02    0.298393234338677926E+00    0.230535420626002859E+06    0.852068620890015005E+00    0.847988946838288404E+00    0.771926351714314318E+01   -0.221770456690120845E+02
    0.385498353101594482E+01    0.120820440823021431E+04   -0.184597498906846909E+02    0.377941441082157437E+00    0.213238779270097875E+06    0.851948930443478303E+00    0.848201730105762830E+00    0.365140514241612202E+01   -0.220789335110548492E+02
    0.509275826757368932E+00    0.119374682486056986E+04   -0.182407569523654018E+02    0.419181429595916810E+00    0.211897032687000901E+06    0.852327003298759101E+00    0.848202189360315328E+00    0.466643995560660585E+01   -0.220632746702528628E+02
    0.516833469722180450E+01    0.121029983039397507E+04   -0.187849002842810613E+02    0.505221517333798609E+00    0.232933021608433133E+06    0.851881441470692558E+00    0.847759233670868584E+00    0.703348273311971983E+01   -0.218276954861893380E+02
    0.510554183793570093E+00    0.123235195433167860E+04   -0.190304823311244569E+02    0.534371047518781062E+00    0.188294466480689851E+06    0.852041193698649946E+00    0.847722303919496767E+00    0.182686540430711486E+01   -0.218047749559478206E+02
    0.142203091363464984E+00    0.118033382501831920E+04   -0.180712368197522188E+02    0.493202985704703223E+00    0.210879786446139711E+06    0.851665254884149903E+00    0.848138904362876200E+00    0.508176143097208222E+01   -0.216495280686803433E+02
    0.215549726685084542E+01    0.121062186205714374E+04   -0.183256811062584681E+02    0.439862429866904214E+00    0.213540392785608099E+06    0.851953449157271669E+00    0.847759659797702958E+00    0.740759827347243149E+01   -0.212906961228970530E+02
