    0.132062839479240779E+04    0.120549085045891752E+04   -0.183402885023959392E+02    0.437695068248242503E+00    0.850986200571060114E+00    0.842686092257499686E+00    0.558165938735008211E+02   -0.620858860256221678E+01    0.272096233629929241E+00   -0.732121591607398869E+01   -0.255142010103957291E+05   -0.620044395892390358E-09   -0.499460203724366836E-07   -0.226514337149656740E+04   -0.599146350544150419E+01    1
    0.535617935786326143E+03    0.121498874281528310E+04   -0.187076932669980955E+02    0.353314772011196876E+00    0.850906502842903145E+00    0.843057379841804511E+00    0.590328150749206557E+02   -0.803874161790439778E+01    0.249698709923718926E+00   -0.640940274923436970E+01   -0.247232895054164728E+05   -0.882901373346041038E-10   -0.887184442071295452E-06   -0.213930535055773225E+04   -0.599396350544151169E+01    1
    0.319641853524778526E+04    0.120564970533991914E+04   -0.182475941587052795E+02    0.616327749304530936E+00    0.850740198016166627E+00    0.843057941794395416E+00    0.507510870754718795E+02   -0.625566283312145188E+01    0.199993527769667834E+00   -0.791996134104649574E+01   -0.275325180609065537E+05   -0.368822885837172338E-09   -0.291215608616934474E-06   -0.212640479742342814E+04   -0.599646350544151474E+01    1
    0.119036798622217066E+04    0.119500286902811172E+04   -0.173814580580699953E+02    0.365730918554789453E+00    0.850733235001564059E+00    0.843755551099777179E+00    0.560489037692546859E+02   -0.662717239128091684E+01    0.255269664902718796E+00   -0.686694852207391371E+01   -0.259225343051928503E+05   -0.997444748393347332E-10   -0.915797390224532384E-06   -0.209519882656019536E+04   -0.599896350544151957E+01    1
    0.125846046508913810E+04    0.121496382898696356E+04   -0.184785041440446243E+02    0.497118016653661288E+00    0.850802217483520473E+00    0.843701341509819014E+00    0.569663184583187103E+02   -0.822426235667452232E+01    0.144918747034598339E+00   -0.729362204412837034E+01   -0.274508203747512562E+05    0.189094726153058622E-09   -0.106059625638855099E-05   -0.207611315500594992E+04   -0.600146350544151552E+01    1
    0.176974323910894873E+04    0.119496274560083657E+04   -0.186139638316586229E+02    0.444015944590516298E+00    0.850718420267105091E+00    0.842786194205284112E+00    0.546705110132694259E+02   -0.620291951037010847E+01    0.232403091371465587E+00   -0.638707130960176883E+01   -0.279191953719540470E+05    0.128509901716907115E-09   -0.129618804317059446E-05   -0.203658107724971546E+04   -0.600396350544151858E+01    1
    0.287833677604247760E+04    0.122216053751900131E+04   -0.184623678943269418E+02    0.497908252454614841E+00    0.850703869700431770E+00    0.843187757015228190E+00    0.264649220824241631E+02   -0.489281391288609857E+01    0.272396174976855643E+00   -0.735460461593279380E+01   -0.272543166756864957E+05   -0.681889470615727943E-09    0.166416533087148256E-07   -0.202888370997909283E+04   -0.600646350544151630E+01    1
    0.600823180704596098E+03    0.122030058225725816E+04   -0.186077229405538347E+02    0.386106416887594117E+00    0.850748892545700075E+00    0.843146412253379829E+00    0.199159659147262573E+02   -0.696888033469070045E+01    0.239020958893859492E+00   -0.683120674268399153E+01   -0.262960176970361499E+05   -0.717462679340210415E-09    0.209919709686148323E-06   -0.202883184328459015E+04   -0.600896350544152469E+01    1
    0.206668272074424567E+04    0.121401556618676409E+04   -0.178773689165474252E+02    0.286294025447067169E+00    0.850674316644668527E+00    0.843468878865242022E+00    0.530058715641498566E+02   -0.662958856926819617E+01    0.263963488350081654E+00   -0.715569994834988599E+01   -0.253699924712218490E+05   -0.486059482594609812E-09   -0.272487631152522850E-06   -0.200509162279525685E+04   -0.601146350544151886E+01    1
    0.573465779739903269E+03    0.120261083130753468E+04   -0.182359128468282172E+02    0.210911818467021256E+00    0.850713641405105525E+00    0.842644966006278917E+00    0.528391555547714233E+02   -0.538824729772647260E+01    0.254591996726869441E+00   -0.774640038437945755E+01   -0.269064259074051406E+05   -0.292257800040320923E-09   -0.603278311480584048E-06   -0.199692987660539552E+04   -0.601396350544150859E+01    1
    0.314258998428664336E+04    0.121243202569483788E+04   -0.188444037377064966E+02    0.559078655626829235E+00    0.850634066581726023E+00    0.843234394550323452E+00    0.555868809223175031E+01   -0.551232880585166729E+01    0.228935337836326414E+00   -0.735464260137342762E+01   -0.281668519754069239E+05   -0.436544713878862184E-09   -0.270111110286687914E-06   -0.197622559322204074E+04   -0.601646350544151520E+01    1
    0.319804719201939747E+03    0.122696814386214919E+04   -0.185868852114698662E+02    0.367670662913214208E+00    0.850746632933616631E+00    0.843636214375495852E+00    0.272630109190940839E+01   -0.551969128462280434E+01    0.265164133030343863E+00   -0.751692775633642629E+01   -0.264784468818795722E+05   -0.768564852445675572E-09    0.220938442542451154E-06   -0.194955598256032317E+04   -0.601896350544151559E+01    1
    0.112672545247883136E+04    0.121669549646959558E+04   -0.173520802170778055E+02    0.638898880093129007E+00    0.850424277544021612E+00    0.842659561395645129E+00    0.499099915087223067E+02   -0.542992752496814823E+01    0.263340700545923734E+00   -0.700761799221526616E+01   -0.272971981194784930E+05    0.742634910532964776E-10   -0.126477249894085849E-05   -0.183855132361666165E+04   -0.602146350544152753E+01    1
