,XFo
0,0.8508223621706605
1,0.8502300619892582
2,0.8496283106883737
3,0.8490549271045434
4,0.8484813683465104
5,0.8479342368442764
6,0.8474161165558661
7,0.8469252284792705
8,0.8464693684896643
9,0.8460481346886536
10,0.845669051383141
11,0.845325254421562
12,0.8450312812097656
13,0.8447702140204633
14,0.8445513364130195
15,0.8443698962579387
16,0.844220142343344
17,0.8441010038087349
18,0.844007336192949
19,0.8439355534959819
20,0.8438494687906131
21,0.8438294954258825
22,0.8438229458697547
