    0.356987159487659422E+01    0.121058042905928892E+04   -0.180854929949196830E+02    0.578776239651729751E+00    0.859078195336077877E+00    0.866668685354343382E+00    0.797266898754445208E+01   -0.604363336671800067E+01    0.207748061494301917E+00   -0.741539872710210268E+01   -0.280404929797998520E+05   -0.507327973797764759E-09   -0.102627450321042468E-06   -0.155600745848611055E+02
    0.235724645391347876E+01    0.121027353361218707E+04   -0.184689888974292309E+02    0.918374407970103057E+00    0.858554828741276310E+00    0.866354499883111084E+00    0.280069321365638890E+01   -0.714113859764719017E+01    0.214432513759242299E+00   -0.734711805156068110E+01   -0.264247989022122492E+05   -0.561184598460124954E-09   -0.278296066539491716E-08   -0.151689516563813189E+02
    0.396500115912734641E+01    0.123925869786571093E+04   -0.182111397709881402E+02    0.666293743506358283E+00    0.859580258358504712E+00    0.866524374547147036E+00    0.633279478373178772E+01   -0.718654870846618543E+01    0.239065734778567296E+00   -0.686404209653756503E+01   -0.259712413080890292E+05   -0.238322681605474857E-10   -0.978164004769619520E-06   -0.150999907723442739E+02
    0.736871413380784990E+00    0.120961399047657778E+04   -0.187085153576836660E+02    0.703335383329043773E+00    0.859580389816728574E+00    0.866275374338802640E+00    0.713701644108782851E+01   -0.648490401431203978E+01    0.226800492210944254E+00   -0.738327648847516560E+01   -0.267689808099766706E+05   -0.700207851369387311E-09    0.212884278141919091E-06   -0.148333872814542662E+02
    0.183868880021173964E+01    0.119065306239385404E+04   -0.183014784456079980E+02    0.892473830694333392E+00    0.859235850056801365E+00    0.866545080192615780E+00    0.433374692638462289E+01   -0.572310197568156820E+01    0.251547744083108371E+00   -0.697273502959307567E+01   -0.274287420680515170E+05   -0.111432682361663146E-09   -0.910300917516528880E-06   -0.148258007525774342E+02
    0.347940162450932489E+01    0.119644065773395619E+04   -0.186435436051014776E+02    0.872030631203140283E+00    0.859852696776390091E+00    0.866633912682533203E+00    0.370882334113121015E+01   -0.620588098535912280E+01    0.216465180039630944E+00   -0.714829328409047093E+01   -0.277793576709733170E+05   -0.621097024197941626E-09    0.101058632657800990E-06   -0.146755863458337306E+02
    0.286510472413631634E+01    0.120992086257937831E+04   -0.184792071566412659E+02    0.865914364206135878E+00    0.858462888044619232E+00    0.866580938001976553E+00    0.400632938090763702E+01   -0.725164387037412794E+01    0.219317491833849798E+00   -0.697089936319578207E+01   -0.265787301409248357E+05   -0.474262044100276562E-09   -0.137242778672176543E-06   -0.144318657358623010E+02
    0.717525213472965362E+01    0.122395994007714762E+04   -0.186935796245232382E+02    0.696483979113079466E+00    0.859880228612768915E+00    0.866767363380394507E+00    0.529681672742571164E+00   -0.746374798326152167E+01    0.212402335570491513E+00   -0.664760992141900253E+01   -0.268657787427818657E+05   -0.773338694981245765E-09    0.376344933039927804E-06   -0.142081304405207689E+02
    0.660450769508776681E+01    0.121607188688403198E+04   -0.182492208141790861E+02    0.875310637545644532E+00    0.859301419412440204E+00    0.866431322643945179E+00    0.443519934417447104E+01   -0.782743132595347380E+01    0.209315522470098853E+00   -0.698455606190037948E+01   -0.260760036510260725E+05   -0.621971583834621944E-09    0.140649558691700621E-06   -0.140393975369836621E+02
    0.648090308944531301E+01    0.120689256884978067E+04   -0.187476140919062075E+02    0.777137974297762768E+00    0.859167978058892445E+00    0.866500654091094114E+00    0.598191702530321212E+01   -0.690416740560968645E+01    0.208031687482020278E+00   -0.717736635542965473E+01   -0.271610705317970787E+05   -0.534848648382833316E-09   -0.353747721567956627E-07   -0.133447413455726913E+02
    0.243424552821153917E+01    0.121529049741600988E+04   -0.186612033228150196E+02    0.823504219790875513E+00    0.859027985199321331E+00    0.866239451663239790E+00    0.660404615764123015E+01   -0.664129854263532060E+01    0.243604561407517517E+00   -0.686481563839600550E+01   -0.264563852690296189E+05   -0.319126173627803972E-09   -0.509531250813355253E-06   -0.131977755569851141E+02
    0.133252144751114976E+01    0.121101503856205727E+04   -0.183988831134141044E+02    0.702664250515926181E+00    0.859943077634133579E+00    0.866397344194977936E+00    0.601986630604034811E+01   -0.673329183044594615E+01    0.221504967244115308E+00   -0.733921332691338346E+01   -0.266784434949105380E+05   -0.491270044906326339E-09   -0.175810801833833902E-06   -0.131820111154695265E+02
    0.127138761764140917E+01    0.119592738613432402E+04   -0.181365915846855330E+02    0.722332927786703438E+00    0.859448658890736850E+00    0.866270518944788681E+00    0.836374861630184618E+01   -0.747499181081475950E+01    0.229099349869911484E+00   -0.637969448513757165E+01   -0.263994549388946616E+05   -0.491952864942085555E-09   -0.182274230834226731E-06   -0.130449887190866338E+02
    0.328850374896802577E+01    0.121243130928988671E+04   -0.181878255700958924E+02    0.839842020007102841E+00    0.859843123679658761E+00    0.866743591478032815E+00    0.799647176206367138E+01   -0.590818456410039872E+01    0.208667935715776492E+00   -0.774332304882651101E+01   -0.279390386184158669E+05   -0.685507904029168636E-09    0.220652252095653496E-06   -0.130253703776471426E+02
    0.185239652747091443E+01    0.124176629659110631E+04   -0.183825646549769210E+02    0.794480190384843077E+00    0.859909541842907466E+00    0.866257186341810037E+00    0.879629518671825217E+01   -0.738140825673009982E+01    0.191985380882165241E+00   -0.701980776634551429E+01   -0.270977045477196043E+05   -0.479379529232661901E-09   -0.112075877535308419E-06   -0.129145520061739472E+02
    0.299925975556099678E+01    0.119835631317713046E+04   -0.180843605475776918E+02    0.703085966829666065E+00    0.859703284535196510E+00    0.866138035115977645E+00    0.249117934809222152E+01   -0.595339190610452818E+01    0.266243738670704944E+00   -0.705836037285182982E+01   -0.264133705845497789E+05   -0.641431795048365623E-09   -0.238912969861405995E-07   -0.128830697116359847E+02
    0.133440933163837783E+01    0.121343642190991864E+04   -0.190318971311016689E+02    0.915541370307812463E+00    0.858738467245112158E+00    0.866302128179452957E+00    0.594843729521050690E+01   -0.678570733422659167E+01    0.256805150035560814E+00   -0.736606455754393430E+01   -0.252825532305696142E+05   -0.765122752495893823E-09    0.227154408129939587E-06   -0.127963224538261837E+02
    0.346269964776198602E+01    0.119236435343471612E+04   -0.181939007489266515E+02    0.796469832395349631E+00    0.859215509034321090E+00    0.866386729217143547E+00    0.124465528365703015E+01   -0.729237412626647874E+01    0.200196862226232036E+00   -0.707241916497873024E+01   -0.269616071959044239E+05   -0.568070826851564741E-09    0.591709875297390110E-07   -0.127115316403406329E+02
    0.522864910627760260E+01    0.119885154881449444E+04   -0.184067096726621600E+02    0.765905567967498202E+00    0.858838670535125415E+00    0.866673886845934049E+00    0.245454307607255018E+01   -0.692281049340568266E+01    0.187060678069868647E+00   -0.690816614945707830E+01   -0.281292945370576854E+05   -0.637939002022305703E-09    0.186975071505347544E-06   -0.126942503691394322E+02
    0.256485473201689285E+01    0.121014701983913960E+04   -0.182692861162763798E+02    0.732862876913255135E+00    0.859858476588140408E+00    0.866536109867823034E+00    0.252754632036340032E+01   -0.730906009536893730E+01    0.247490057261810115E+00   -0.707466192918028014E+01   -0.252032858650707240E+05   -0.646563293540534712E-10   -0.923090134655547702E-06   -0.126482532782919463E+02
