    0.233341178974880268E+04    0.119521112730670188E+04   -0.171226423199494100E+02    0.889808730121877445E+00    0.858020790457725502E+00    0.866473086357116729E+00    0.671239295601844699E+01   -0.569867401973398824E+01    0.278419618872355779E+00   -0.698592441419372001E+01   -0.263806458965774509E+05   -0.151487301675920518E-08    0.137324429838176983E-05   -0.424213224391296080E+04   -0.599146350544150419E+01    1
    0.817021811349147083E+04    0.122267999930608130E+04   -0.180259106399388180E+02    0.642470776548751399E+00    0.858039954423904350E+00    0.866456761658191632E+00    0.187363478839397430E+02   -0.691983292112568726E+01    0.241590107502913015E+00   -0.693284166462598783E+01   -0.260950725853980257E+05   -0.977224190782008604E-09    0.581823582728349419E-06   -0.422147089434208465E+04   -0.599396350544151169E+01    1
    0.756705469724422073E+04    0.121249768110219748E+04   -0.179558210631603572E+02    0.790014051227230563E+00    0.858062030434608491E+00    0.866270215451717340E+00    0.107147702932357785E+02   -0.561482971353310578E+01    0.247689251066860072E+00   -0.756101171674808725E+01   -0.268065125628892420E+05   -0.192762710718351344E-09   -0.759339576168422515E-06   -0.421507269924177945E+04   -0.599646350544151474E+01    1
    0.257749894870744720E+04    0.123031833515449625E+04   -0.187677753127283324E+02    0.860254161642719062E+00    0.858092735171318011E+00    0.866317564368248028E+00    0.110189990282058705E+02   -0.665384448348036983E+01    0.235780915956391030E+00   -0.686743971048355117E+01   -0.267672818707872066E+05   -0.508737479418746580E-09   -0.166605217577012550E-06   -0.421448561951171996E+04   -0.599896350544151957E+01    1
    0.404786716796848486E+04    0.122720785530245053E+04   -0.192534211155527970E+02    0.627530622972131136E+00    0.858063478112220723E+00    0.866996539354324303E+00    0.136153634488582593E+02   -0.726468648378268611E+01    0.208629014806493207E+00   -0.697672291102757036E+01   -0.267153292675893899E+05   -0.916554117471760357E-09    0.609543057599184399E-06   -0.419657590787130448E+04   -0.600146350544151552E+01    1
    0.196055630679322189E+04    0.121241791896423820E+04   -0.180122380891106744E+02    0.835258142422543703E+00    0.858075246453285256E+00    0.866288890540599765E+00    0.360465126037597638E+01   -0.672807732894648680E+01    0.251359865205642297E+00   -0.672644211915686796E+01   -0.261779972729906222E+05   -0.768636288828623084E-09    0.217243233434806821E-06   -0.418327018958125973E+04   -0.600396350544151858E+01    1
    0.778561189609621579E+04    0.119347616021807676E+04   -0.186477622316187706E+02    0.818751908662575634E+00    0.858085329532623287E+00    0.866504632532596575E+00    0.888951412439346278E+01   -0.850962473690968579E+01    0.191644445177185263E+00   -0.695503520938542419E+01   -0.257529670703578740E+05   -0.112313900960369099E-08    0.102852075152206576E-05   -0.417458056612563905E+04   -0.600646350544151630E+01    1
    0.341022030097671723E+04    0.121332708294147051E+04   -0.182134606440039626E+02    0.849997860691704687E+00    0.858154335379600508E+00    0.866424050569534310E+00    0.207829571962356541E+01   -0.852882941530057437E+01    0.178719864907543463E+00   -0.707593910986677610E+01   -0.262435316865206842E+05    0.348387037535293998E-09   -0.141710918600566752E-05   -0.409037523767887387E+04   -0.600896350544152469E+01    1
    0.190774262576339424E+04    0.122736977053300961E+04   -0.177028574503241565E+02    0.764239982703605825E+00    0.858167454719543477E+00    0.866553045451641024E+00    0.150910972297191606E+02   -0.732692555575014559E+01    0.216770373717373344E+00   -0.764562782989679235E+01   -0.257881303149862179E+05    0.288876433024353222E-09   -0.143065926820047932E-05   -0.407671996021285167E+04   -0.601146350544151886E+01    1
    0.249031406973663934E+04    0.123251883445020485E+04   -0.184435303117293010E+02    0.767293827322288458E+00    0.858168377518653824E+00    0.866440934181213374E+00    0.410914896726608170E+01   -0.824914283716433516E+01    0.166278040911424035E+00   -0.662100454586199838E+01   -0.275682001535161180E+05   -0.572831096453977232E-09    0.160597194769167307E-06   -0.406637131862352999E+04   -0.601396350544150859E+01    1
    0.417627120161310995E+04    0.120664624233399263E+04   -0.182061023519146907E+02    0.661080397373266515E+00    0.858191038846969567E+00    0.866931948423385612E+00    0.462085954546928335E+01   -0.423198567104555856E+01    0.266819964504557472E+00   -0.728727525278911781E+01   -0.284789148904505564E+05    0.476897560505504098E-10   -0.124139192730903884E-05   -0.405756877091788283E+04   -0.601646350544151520E+01    1
    0.435078444204806510E+04    0.122340226422036449E+04   -0.188284749330579011E+02    0.686776500141387469E+00    0.858230251312255832E+00    0.866442785620689437E+00    0.101045336246490471E+02   -0.695685550106458095E+01    0.233901186830171248E+00   -0.689506102873226290E+01   -0.264359449839787740E+05   -0.564294658112148124E-09   -0.555341541436328416E-07   -0.403502950976153534E+04   -0.601896350544151559E+01    1
    0.949451363528330876E+04    0.120444508271626023E+04   -0.179854512986979280E+02    0.747129207517485128E+00    0.858222145676612813E+00    0.866890517652034731E+00    0.130605322122573835E+02   -0.555912360675887740E+01    0.228646782130495857E+00   -0.783973461069465927E+01   -0.274011602288579743E+05   -0.381910644754100665E-09   -0.347600307808401380E-06   -0.403205244698641582E+04   -0.602146350544152753E+01    1
    0.647357483950943697E+04    0.123356783872866663E+04   -0.187567930947794217E+02    0.643467167372999804E+00    0.858225502967834508E+00    0.866615171909332238E+00    0.147085220754146562E+02   -0.705402184589307080E+01    0.198696904586372292E+00   -0.702087799353739594E+01   -0.273787974790898334E+05   -0.846965385132981835E-09    0.497958084243746044E-06   -0.403044685510489535E+04   -0.602396350544153325E+01    1
    0.144706768059113688E+04    0.118079824054691608E+04   -0.186551542819542959E+02    0.811312031768763542E+00    0.858065930843353253E+00    0.866924933552742027E+00    0.163207417428493500E+02   -0.642192602283498815E+01    0.269895859510281055E+00   -0.698012850808871388E+01   -0.256969172338553726E+05    0.434722854951211775E-09   -0.182635312427508474E-05   -0.399855116062406250E+04   -0.602646350544152298E+01    1
