    0.143285995342972592E+04    0.162907238332788018E+01    0.121938966793509303E+04    0.121235468767099064E+04   -0.186861073914761349E+02    0.957785813224954485E+00    0.894900090237916612E+00    0.865818135157667701E+00    0.858348268661668357E+00    0.671531559764947446E+02    0.183168901970057654E+02   -0.567814800393207175E+01    0.205175967242349322E+00   -0.745929935614350637E+01   -0.286545112013998914E+05   -0.928478432678745748E-09    0.615094160157768079E-06   -0.379742182818994038E+02
    0.942204166728702944E+03    0.217560197757216223E+01    0.123575891854640940E+04    0.120993813112382782E+04   -0.183524134838250426E+02    0.882922163041873764E+00    0.894938158331283429E+00    0.865715281415316951E+00    0.857897385259306589E+00    0.579562862831726306E+02    0.146024766124001140E+02   -0.674109880901721770E+01    0.228557622511148029E+00   -0.687585661863941677E+01   -0.269211960534150894E+05   -0.850983955175827715E-09    0.479292297385999604E-06   -0.374902687263810819E+02
    0.120224881394547492E+04    0.190004306049964100E+01    0.122688201947793868E+04    0.120352631506846706E+04   -0.188309214764774389E+02    0.614904638071196441E+00    0.894937139745259680E+00    0.865886103076595859E+00    0.858328020625041987E+00    0.934828482140236474E+02    0.180890604910677020E+02   -0.644784882366147105E+01    0.216783927308168700E+00   -0.721933718113352363E+01   -0.273907732019203650E+05    0.697786956736236501E-10   -0.105834751144921860E-05   -0.372018626890612012E+02
    0.105560177098119038E+04    0.291656910887581677E+01    0.123940717298467530E+04    0.120401802494926369E+04   -0.184931467796144382E+02    0.753330762582671065E+00    0.895099146561811332E+00    0.865410658473976468E+00    0.858072056043668430E+00    0.366280630912144574E+02    0.113839830124599430E+02   -0.651750485398669976E+01    0.225546695821373044E+00   -0.727760944389846287E+01   -0.269752894199914081E+05   -0.738728979808315366E-09    0.276352025279943486E-06   -0.367478812948723075E+02
    0.105695818860279383E+04    0.435732328479304432E+01    0.124457191045921400E+04    0.120794799673885223E+04   -0.178755287124277373E+02    0.807916681388452851E+00    0.894953889815299775E+00    0.865622251247944452E+00    0.858241880103116972E+00    0.832366719063439291E+02    0.110339498936759917E+02   -0.700626999487771229E+01    0.191620855499602449E+00   -0.720302598172753150E+01   -0.276187465734770303E+05   -0.479973135650416825E-09   -0.658588878959494388E-07   -0.365263893310572314E+02
    0.694927336829002115E+03    0.996741248719185235E+00    0.123967666415465283E+04    0.120056953996706943E+04   -0.183103289435831620E+02    0.778654869348325618E+00    0.895099563903007378E+00    0.865739687047914708E+00    0.858464040709868370E+00    0.388617205651885982E+02    0.175000886654045473E+02   -0.550953650798174799E+01    0.253224033326866327E+00   -0.739055431901455240E+01   -0.270830967828696848E+05   -0.114298374345545212E-08    0.854716641286060243E-06   -0.361860816908731522E+02
    0.988163733377681069E+03    0.180393512770227016E+01    0.122603978384151765E+04    0.119271478055037301E+04   -0.180884725719649957E+02    0.678349118960396180E+00    0.894908956736479633E+00    0.865576879549154743E+00    0.858818973324281365E+00    0.841261602367750783E+02    0.171333252650466932E+02   -0.634373324702538266E+01    0.221909770718975247E+00   -0.731400367946340868E+01   -0.271985768834633564E+05   -0.471464989709246885E-09   -0.198089454784309443E-06   -0.360876401463242757E+02
    0.986312053444842832E+03    0.174993086694734923E+01    0.122387174204277380E+04    0.122480068063780686E+04   -0.183847237128248722E+02    0.715943226257193865E+00    0.895048107699400686E+00    0.865849801888839532E+00    0.858053213518842783E+00    0.464414712450512326E+02    0.142083212252844735E+02   -0.571985969060543642E+01    0.234889558668254450E+00   -0.726166408043145850E+01   -0.275971081690275605E+05   -0.978910357200361137E-09    0.612731230748601442E-06   -0.359971680521419017E+02
    0.122711986090764753E+04    0.117173314673402817E+01    0.122947975354487471E+04    0.121663590812024881E+04   -0.177479651979752013E+02    0.770241561732057711E+00    0.895036509537948222E+00    0.865758872673935365E+00    0.858522894900698996E+00    0.916806347453141655E+02    0.158266450967050005E+02   -0.722485980315995757E+01    0.203568654953871220E+00   -0.734390350799379998E+01   -0.268010909324791537E+05   -0.353627433678700306E-09   -0.305663333413850417E-06   -0.358178135772628821E+02
    0.740418155284632121E+03    0.203385101143951630E+01    0.121000942058103328E+04    0.120390395965529206E+04   -0.180684911220185462E+02    0.800368648284090822E+00    0.894913605126325118E+00    0.865723340426544974E+00    0.858712412002218040E+00    0.860938294921542990E+02    0.140215234754043685E+02   -0.588848600056735094E+01    0.279746969817114000E+00   -0.704259932225738616E+01   -0.259392871869599767E+05   -0.709589413053353272E-09    0.144727444720644295E-07   -0.357628914680254226E+02
    0.806546621786626361E+03    0.157690330593709938E+01    0.123542091010763625E+04    0.119439779636109438E+04   -0.181072661854207411E+02    0.629454726066461245E+00    0.894974887615831993E+00    0.865921456713332649E+00    0.858570352554769101E+00    0.478420882578293174E+02    0.151364103811868720E+02   -0.715617428918151344E+01    0.254146460150930120E+00   -0.717244109831762255E+01   -0.250632154025942000E+05   -0.441396143518495418E-09   -0.285001331907258189E-06   -0.357526779767161003E+02
