,t1,t2,T1,T2,lnfO2,P,Ea,C0,C1,C2,b1,b2,t1c,t2c,Profile
0,28.536767467510913,141.1233322348537,1160.2541163072951,1193.7251305079822,-19.016720006634316,0.4001239692995286,233698.1423751047,0.8494315861409222,0.8362226416596249,0.8498466426546102,120.75324187374336,34.46950134515121,169.66009970236462,141.1233322348537,Ol4A
1,0.20451218667652726,52.846625616405134,1171.7183427814412,1193.1090776471904,-19.33883192333561,0.3206154982274474,219849.39318909278,0.848647349633747,0.8364214656080097,0.8507922632172795,119.70994126223707,33.51094199144056,53.05113780308166,52.846625616405134,Ol4A
2,0.34948022033338144,7.393738058691455,1180.0023484289288,1220.564798133146,-19.450937617991688,0.4776407180630334,200179.00304738054,0.8493906531852514,0.8362219667840417,0.8514578376000403,118.5231567405522,30.47883680143248,7.743218279024837,7.393738058691455,Ol4A
3,0.9423397200141186,44.36370290915895,1182.6875762498305,1193.3389854024715,-19.15439169380212,0.4102395272797632,221025.752981995,0.8484878424842143,0.8365823182024121,0.8517234548896819,119.52707789228161,31.170051281731176,45.30604262917307,44.36370290915895,Ol4A
4,1.5907545838399713,38.13857769431895,1212.176787491068,1198.8904834033815,-18.66399966788097,0.47771953305086545,219979.20430158346,0.8490390186656978,0.8366233990290254,0.8518528303982544,119.3460386930474,31.27125505860976,39.72933227815892,38.13857769431895,Ol4A
5,0.37549118035321294,121.52565417398448,1193.6155571289603,1188.4545689063216,-18.893621271619892,0.4013778837513255,228161.63969015886,0.8490554023554305,0.8362663600420233,0.8515116609504971,120.33251964179343,30.959311600266762,121.90114535433769,121.52565417398448,Ol4A
6,0.10334890572920824,1.7720737297385756,1177.8670448635035,1200.08082926726,-18.966799156611184,0.3262841379231875,182123.1211304856,0.8492034009003493,0.8365415890115516,0.850556710755037,122.39239207601219,32.90711556024833,1.8754226354677839,1.7720737297385756,Ol4A
7,0.32859112466923246,17.317912448859047,1192.3816457135558,1205.9220056963188,-19.1356364789697,0.5146662378790776,216462.31691742735,0.8484958944638235,0.8369036958728939,0.8500690464868175,118.54834046613286,32.384734606974384,17.64650357352828,17.317912448859047,Ol4A
8,19.013454459536636,27.639687103744464,1184.4433489601925,1206.3644929905183,-18.874765595164785,0.5084302264386834,216139.04093413232,0.8492762774265209,0.8357094857900356,0.8509858858025241,118.38283894470123,33.188593169641095,46.653141563281096,27.639687103744464,Ol4A
9,5.911258454852828,50.85405204831187,1224.2341685641672,1170.062650114339,-19.094242414807447,0.2723750116782786,214236.08816385388,0.8494747099902004,0.8353350788966838,0.8507825374381354,117.96637835174262,33.72519030749756,56.7653105031647,50.85405204831187,Ol4A
10,0.24110582301519443,3.689470823393015,1186.0899555434214,1212.0137679004438,-18.96743560355199,0.4969496591631917,189657.91372402696,0.8494111891270464,0.8359214527550273,0.8506346033824569,120.65566772300075,33.03941642871507,3.9305766464082095,3.689470823393015,Ol4A
11,0.9676455144485022,10.583352406914953,1197.5132209965102,1206.7007511763366,-18.649845573857196,0.4137819143548231,201571.76637983878,0.8494626039439892,0.8357124080383307,0.8517431380364732,118.17480172559816,32.07482121966443,11.550997921363455,10.583352406914953,Ol4A
12,0.45897152041814315,4.4639257111427755,1216.6652483679559,1213.2018933915795,-19.18172642235518,0.42490475426372903,194941.11508330182,0.8489726159152532,0.8366969090237122,0.8519739684648846,119.01674446425,29.134217578270977,4.922897231560919,4.4639257111427755,Ol4A
13,1.257374040641165,36.14839253859063,1195.7964891343477,1210.578161079691,-18.861836783804975,0.5329487101593662,218401.4785437491,0.8493815311167651,0.8366100666185587,0.8517157307123352,121.4729560995356,28.612884129670565,37.405766579231795,36.14839253859063,Ol4A
14,0.5453349859830467,21.151718629811583,1189.722677394398,1178.7714515760247,-18.78715340312099,0.4413870093274363,209136.95040522297,0.8490942330271327,0.8361850591623705,0.8513449801894512,117.58519609282618,30.150111792183477,21.69705361579463,21.151718629811583,Ol4A
15,0.22142620284426,7.735331016580865,1197.737651230691,1218.6030323170805,-19.07033132265845,0.5147227512700029,201275.01099715827,0.8492114227367805,0.8363018581301059,0.8515854660613169,120.7619175506253,32.46410939763437,7.956757219425125,7.735331016580865,Ol4A
16,0.1246832005894383,21.21892027492511,1198.0309514968276,1214.0291888094534,-18.48412869399542,0.28662461239577197,210535.9007526073,0.8489610727669494,0.8353685797159133,0.8507678818127952,117.21942260226308,34.69792245677764,21.34360347551455,21.21892027492511,Ol4A
