,t1,t2,T1,T2,lnfO2,P,Ea,C0,C1,C2,b1,b2,Profile
0,0.35534967017406743,13.417126063007588,1186.4395319385228,1204.936177468347,-18.702111351484508,0.398243075559025,209678.16086709776,0.8488610769053446,0.8366862800333024,0.8509731148384432,119.82108387253993,31.60357030241866,Ol4A
