,0,t_1 Median (days),t_1 1sigma error low (days),t_1 1sigma error high (days),t_1 1 sigma low (days),t_1 1 sigma high (days),t_1 2 sigma low (days),t_1 2 sigma high (days),t_2 Median (days),t_2 1sigma error low (days),t_2 1sigma error high (days),t_2 1 sigma low (days),t_2 1 sigma high (days),t_2 2 sigma low (days),t_2 2 sigma high (days),t_1c (days),t_2c (days),Profile
0,0,0.35534967017406743,0.20905343639954097,0.8697360070088471,0.14629623377452647,1.2250856771829146,0.10730162480050945,4.85135723606605,13.417126063007588,9.160352568123788,22.90556170127509,4.2567734948838,36.322687764282676,1.7520893940124715,69.80808575046736,13.772475733181656,13.417126063007588,Ol4A
