,Profile,t1 Median (days),t1 Mean (days),t1 1sigma err low (days),t1 1sigma err high (days),t2 Median (days),t2 Mean (days),t2 1sigma err low (days),t2 1sigma err high (days)
0,Ol4A,14.057552949189178,20.75230405390863,8.445484282037576,22.264158863223287,13.487272865160138,19.91904411027179,8.091635916246478,21.791788480246908
