,P_MPa,H2O_liq,H2O_MI
0,74.0,0.593163953371439,0.593163953371439
1,73.0,0.593035042645905,0.5934762680776462
2,72.0,0.592902498136841,0.5937105826960983
3,71.0,0.592766160754304,0.5938799552616099
4,70.0,0.592625861825235,0.5939951189031316
5,69.0,0.592481422354618,0.5940648888571558
6,68.0,0.592332652223297,0.5940964977818258
7,67.0,0.592179349310719,0.5940958719659212
8,66.0,0.592021298532402,0.5940678588106145
9,65.0,0.591858270785229,0.594016414135722
10,64.0,0.591690021786464,0.5939447563566614
11,63.0,0.591516290797412,0.593855493337431
12,62.0,0.591336799214758,0.5937507267018414
13,61.0,0.591151249021699,0.5936321375422917
14,60.0,0.590959321052026,0.593501056767595
15,59.0,0.590760673116652,0.5933585227624761
16,58.0,0.590554937862653,0.5932053285528374
17,57.0,0.590341720437066,0.593042060281741
18,56.0,0.590120595876284,0.5928691284818052
19,55.0,0.589891106172526,0.5926867933574923
20,54.0,0.589652757026663,0.5924951850744398
21,53.0,0.589405014183385,0.5922943198683394
22,52.0,0.589147299329715,0.5920841126328924
23,51.0,0.588878985470063,0.5918643865204989
24,50.0,0.588599391738157,0.5916348799847533
25,49.0,0.588307777487073,0.5913952515998757
26,48.0,0.588003335601174,0.5911450829151802
27,47.0,0.587685184941041,0.5908838795442514
28,46.0,0.587352361723336,0.5906110706271337
29,45.0,0.587003809586614,0.590326006739686
30,44.0,0.586638368322538,0.5900279562893688
31,43.0,0.586254760875398,0.5897161003898169
32,42.0,0.585851578345614,0.5893895261506823
33,41.0,0.58542726264755,0.5890472182755245
34,40.0,0.584980086404139,0.5886880488111702
35,39.0,0.584508129491806,0.5883107648294853
36,38.0,0.58400925165205,0.5879139737578826
37,37.0,0.583481060263677,0.5874961259906398
38,36.0,0.582920872463802,0.5870554943271016
39,35.0,0.582325670208232,0.5865901496617011
40,34.0,0.581692046862383,0.586097932203299
41,33.0,0.581016143366542,0.585576417326997
42,32.0,0.580293571580121,0.5850228749317662
43,31.0,0.579519321650104,0.5844342208794463
44,30.0,0.578687649717311,0.5838069587332945
45,29.0,0.577791940538132,0.5831371095095422
46,28.0,0.576824538846349,0.5824201265282857
47,27.0,0.575776540704581,0.5816507916241929
48,26.0,0.574637533689649,0.5808230878591316
49,25.0,0.573395271014964,0.5799300424036635
50,24.0,0.572035259766339,0.5789635312641417
51,23.0,0.570540236307786,0.5779140348108524
52,22.0,0.568889492770209,0.5767703293684358
53,21.0,0.567058004556777,0.5755190950048991
54,20.0,0.565015290325017,0.5741444125316515
55,19.0,0.56272390889099,0.5726271127716145
56,18.0,0.560137459496676,0.5709439271202746
57,17.0,0.557197897856409,0.5690663686077508
58,16.0,0.553831903990342,0.5669592446447309
59,15.0,0.549945932009064,0.5645786632152644
60,14.0,0.545419428873607,0.5618693395165453
61,13.0,0.540095528674607,0.558760936055534
62,12.0,0.533768329642614,0.5551630745769018
63,11.0,0.526165713633309,0.5509585500585472
64,10.0,0.516926749622516,0.5459941840429658
65,9.0,0.505573381465092,0.5400687481571604
66,8.0,0.491477793448197,0.5329175995927813
67,7.0,0.473829508191565,0.5241942363660328
68,6.0,0.45160719692216,0.5134497482264821
69,5.0,0.423549963643061,0.5001108578545947
70,4.0,0.388081487712497,0.4834522003641562
71,3.0,0.34302946600417,0.46254030600472174
72,2.0,0.284644927784052,0.43607025719376913
73,1.0,0.203535750507325,0.4017597470094292
74,0.5,0.144367902132183,0.38064592823179205
75,0.1,0.064554640660714,0.35997770577801136
