Nested Sampling Global Log-Evidence           :   -0.417653279220828288E+01  +/-    0.961885232845069160E-01

Dim No.       Mean        Sigma
   1    0.455687585514739140E-04    0.753921374234146507E-05
   2    0.121220730512582577E+04    0.115449668501512104E+02
   3    0.896928105944700023E-03    0.927960145912305512E-04
   4    0.120070612890141334E+03    0.939256656484617314E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.385864988106044405E-04
   2    0.119371435013020664E+04
   3    0.891067578477795991E-03
   4    0.120539800626641409E+03

MAP Parameters
Dim No.        Parameter
   1    0.471972985680935094E-04
   2    0.120457776700894033E+04
   3    0.897302448777663898E-03
   4    0.119583373670437140E+03
