,dpdt,T,Kd,MI_radius,Profile
0,0.0001765963388242963,1213.7395982161981,0.001050360660515635,94.14338930851251,K97_23_5_1
1,9.559131453493018e-05,1207.7518976860867,0.0007612076045717924,108.28950697434375,K97_23_5_1
2,0.00018754734632246657,1197.2132566555026,0.0009261637252717711,114.4041138809799,K97_23_5_1
3,0.00026944719266946515,1186.1478690366412,0.0011377207800970341,99.80755240806499,K97_23_5_1
4,0.0002583570103526112,1214.8507432088397,0.0007722333629715753,92.27775948949984,K97_23_5_1
5,0.0001201369779708356,1208.480526446901,0.0009461356160239331,111.94647904201608,K97_23_5_1
6,0.0002342533402284456,1220.9498371158452,0.0007811352584051576,98.70840372596857,K97_23_5_1
7,0.00024676585381102755,1218.0777224140338,0.0008335277123949175,98.32457135085279,K97_23_5_1
8,0.0001891290532715342,1212.83268894682,0.0007707848241093665,105.9571692286572,K97_23_5_1
9,0.00023215561485194911,1211.9519906010094,0.0009755190480601121,107.08037999185814,K97_23_5_1
10,0.000239159890306002,1194.840698407175,0.0008231910003234934,91.35752925131824,K97_23_5_1
11,0.000226120789936371,1222.338339832953,0.0010768524207421483,91.7808665318789,K97_23_5_1
12,0.00015284284644089872,1215.9654118914198,0.0007850932094593799,93.59155446692883,K97_23_5_1
13,0.0002408670438663429,1213.225423583551,0.0009660594604570508,104.58683014177414,K97_23_5_1
14,0.00029325698884086616,1201.3015708560688,0.0009987244896685612,92.46224952014272,K97_23_5_1
15,0.00024835856159138154,1198.1613468530293,0.0010115712258882508,99.91249162377967,K97_23_5_1
16,0.00038178890036852955,1220.1507977140097,0.0010070860608324232,86.64756774842355,K97_23_5_1
17,0.00020180630422032893,1198.564485010909,0.0009778674189865522,108.77140781651265,K97_23_5_1
18,0.00012172203037906292,1223.6841715588134,0.0008122220326029708,110.19046148663453,K97_23_5_1
19,0.00010000241560636308,1203.2978557800932,0.0009884017193362842,125.12539989185422,K97_23_5_1
20,0.0002672915289683136,1219.0877268521797,0.000864861436676769,95.09692347796458,K97_23_5_1
21,0.00011741659305323382,1218.7879656290415,0.0007644533330175953,107.22524070795475,K97_23_5_1
22,0.00014320048196237155,1218.4129853678114,0.0009174822522750907,106.26774722490059,K97_23_5_1
23,0.00019221655113168276,1216.6434520062196,0.0010151699551784177,95.97322970444367,K97_23_5_1
24,0.0001641016311839241,1203.7363606751796,0.0007978568406912384,110.32027090457099,K97_23_5_1
25,0.00015482549930486482,1201.6248661637408,0.0006129614190928811,98.81895109553165,K97_23_5_1
26,0.0001307492740705962,1214.4888541462294,0.0007885943199153381,101.89996592517724,K97_23_5_1
27,0.00019421208353140643,1219.3892044965937,0.0009034323441503326,91.07334586049114,K97_23_5_1
28,0.00031257070835916014,1224.9386254560447,0.0008267050881370289,87.19433040612067,K97_23_5_1
29,0.00036142665291966514,1226.5191488352468,0.0009287165810146332,86.3743295455105,K97_23_5_1
30,0.00011496110182660013,1191.215861269196,0.0009705782993893574,111.92930080611488,K97_23_5_1
31,0.00032619687618176755,1216.496637624614,0.0010136366458455503,91.30236166469041,K97_23_5_1
32,0.00018211620749853034,1210.7317724969332,0.0009331101543568585,93.51524195785133,K97_23_5_1
33,0.00010625913128219544,1217.6037316816796,0.0007415954281306026,111.76164164960085,K97_23_5_1
34,0.0001525769664101464,1200.1134746342782,0.0008466548470188234,115.0025464025765,K97_23_5_1
35,0.00031514485793219946,1218.0499756290449,0.0010608645797703944,95.21218486450965,K97_23_5_1
36,0.00024312767662924674,1223.2593653744448,0.0008628018790038959,99.48805747648976,K97_23_5_1
37,0.00016300505166101995,1229.222992408521,0.0009067890580569465,103.9925703723077,K97_23_5_1
38,0.00016874274420503586,1230.3612274038016,0.000881367526446208,101.18914267302068,K97_23_5_1
39,0.000137005109661915,1217.7147635342292,0.0009203418976240774,110.0157350151249,K97_23_5_1
40,0.00010424416862595886,1201.5562397027347,0.0008181828063739077,112.6698019739196,K97_23_5_1
41,0.00017876876392752827,1220.9854979529616,0.0009393384412796255,98.51008991937894,K97_23_5_1
42,0.00023683879654045356,1203.696222643185,0.0008356272880999393,92.56990533551799,K97_23_5_1
43,0.0001583485772537111,1200.282241445032,0.0008465387743362885,92.63476533791385,K97_23_5_1
44,0.00016544257836504237,1212.7930218210565,0.0008084554178092315,92.46815048007198,K97_23_5_1
45,0.00016744669741889772,1224.9819568334326,0.001033223257372248,108.33295371558336,K97_23_5_1
46,0.0001340192048101107,1208.9252157331264,0.000891648373629592,106.5527791050743,K97_23_5_1
47,0.00023560864370185137,1223.0450990436304,0.0010600823081217297,91.96318274488577,K97_23_5_1
48,0.00012315750196395357,1202.4122839650206,0.0007383156426904769,98.96147830814935,K97_23_5_1
49,0.00014375042442228646,1219.8464304817558,0.0008999797062501944,107.36992672877254,K97_23_5_1
50,0.00016458063406835202,1218.1391027957438,0.0010172384211894244,106.13794449110696,K97_23_5_1
51,0.00022219276288544475,1210.9893049757275,0.0008755004009023482,99.9645835800036,K97_23_5_1
52,0.00015780899181390718,1217.7840779029666,0.0008495431669724436,119.47045216152164,K97_23_5_1
53,0.00013846167692387873,1195.15412517128,0.0008341048029530554,96.99066363022447,K97_23_5_1
54,0.00012007500246329634,1193.8017415862419,0.0008226877554260879,102.97116671605673,K97_23_5_1
55,0.00016839269383218857,1205.503651763405,0.0007920671331348893,106.95467554202149,K97_23_5_1
56,0.00014817808120597817,1207.6243758222338,0.0008625865307043924,99.60649937172231,K97_23_5_1
57,0.00019824533275323954,1207.1309734592905,0.0009547246667111851,108.7015680913838,K97_23_5_1
