Nested Sampling Global Log-Evidence           :   -0.427885566580064669E+01  +/-    0.978399401902585453E-01

Dim No.       Mean        Sigma
   1    0.140106690445567883E-03    0.229603318878038778E-04
   2    0.120969634517931286E+04    0.119034927449602517E+02
   3    0.891925504132681899E-03    0.919923518403089723E-04
   4    0.501053026216198987E+02    0.940722131209070778E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.106485340778126334E-03
   2    0.119045326355347765E+04
   3    0.766420256691523801E-03
   4    0.495069230231159949E+02

MAP Parameters
Dim No.        Parameter
   1    0.150157756726449019E-03
   2    0.119650517695136068E+04
   3    0.959947655621451934E-03
   4    0.499453792770087404E+02
