Nested Sampling Global Log-Evidence           :   -0.357768706405248826E+01  +/-    0.885021258035395414E-01

Dim No.       Mean        Sigma
   1    0.265485035896619601E-02    0.589003246644890870E-03
   2    0.120817988520113704E+04    0.117167570078503473E+02
   3    0.899244887966914840E-03    0.963386989794572525E-04
   4    0.600400421952512247E+02    0.938772283189398871E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.242481762890531163E-02
   2    0.120412553706864583E+04
   3    0.875685403016941396E-03
   4    0.601616733205803129E+02

MAP Parameters
Dim No.        Parameter
   1    0.196417209684448483E-02
   2    0.119767765923704724E+04
   3    0.808067281648787504E-03
   4    0.582464450425437761E+02
