Nested Sampling Global Log-Evidence           :   -0.310245472733780669E+01  +/-    0.807356479693720763E-01

Dim No.       Mean        Sigma
   1    0.496422272622603408E-02    0.492417213728432238E-01
   2    0.121319456188032063E+04    0.121126466145436797E+02
   3    0.904425143233316526E-03    0.951802882709516855E-04
   4    0.750589259406849294E+02    0.987693476933250492E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.391909527349795003E-02
   2    0.121134410019459278E+04
   3    0.892674719920948036E-03
   4    0.739643866050623444E+02

MAP Parameters
Dim No.        Parameter
   1    0.568485161691412687E-02
   2    0.121067992167379930E+04
   3    0.101512764276721532E-02
   4    0.752973340786510619E+02
