,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,5.969108916417809e-05,4.982894260364424e-05,7.178177039397166e-05,3.9864976800891884e-05,8.56440751467823e-05,9.862146560533852e-06,1.2090681229793571e-05,K97_23_1_1_1
