Nested Sampling Global Log-Evidence           :   -0.371326653069568469E+01  +/-    0.901397238720454824E-01

Dim No.       Mean        Sigma
   1    0.243717627921187795E-03    0.459411703040891084E-04
   2    0.121104281510462579E+04    0.113466992277007019E+02
   3    0.896945634225657464E-03    0.944141560137248147E-04
   4    0.500070359631569517E+02    0.974469877513991611E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.238457073796890986E-03
   2    0.119549022014420098E+04
   3    0.103700647660320486E-02
   4    0.508285924218596818E+02

MAP Parameters
Dim No.        Parameter
   1    0.253117748537008116E-03
   2    0.120825623394956665E+04
   3    0.876699730846716469E-03
   4    0.510393161933261226E+02
