Nested Sampling Global Log-Evidence           :   -0.340131444484841561E+01  +/-    0.855075409049865509E-01

Dim No.       Mean        Sigma
   1    0.175017951207463197E-02    0.491214867537538352E-03
   2    0.120933619270225722E+04    0.119916031021557252E+02
   3    0.895062424074315665E-03    0.986393415115872002E-04
   4    0.898998309883263147E+02    0.949815740056798585E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.180027760906168182E-02
   2    0.120897490362563553E+04
   3    0.981145507202207858E-03
   4    0.901234148693630033E+02

MAP Parameters
Dim No.        Parameter
   1    0.206319172978490679E-02
   2    0.121166924883773345E+04
   3    0.913787654112497346E-03
   4    0.902884566982706787E+02
