Nested Sampling Global Log-Evidence           :   -0.420647422133020576E+01  +/-    0.965683139794653728E-01

Dim No.       Mean        Sigma
   1    0.509029975167232901E-04    0.830353547132863758E-05
   2    0.121017375471392461E+04    0.119307655403885846E+02
   3    0.891356366964220236E-03    0.942870948311846127E-04
   4    0.914940002646864627E+02    0.932670863194214994E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.542014471386490895E-04
   2    0.121940932471189535E+04
   3    0.916525046873355523E-03
   4    0.924026083455473071E+02

MAP Parameters
Dim No.        Parameter
   1    0.566100403109034072E-04
   2    0.121657247711211380E+04
   3    0.101611488168596646E-02
   4    0.901698536873602166E+02
