Nested Sampling Global Log-Evidence           :   -0.375153266340029967E+01  +/-    0.902684888677586644E-01

Dim No.       Mean        Sigma
   1    0.999246127788712657E-04    0.211287073932799307E-04
   2    0.121096505280769043E+04    0.122190715013187070E+02
   3    0.900795583865736924E-03    0.893864810950179640E-04
   4    0.915458789870785523E+02    0.909826475189862482E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.762793096485676572E-04
   2    0.121152230650980141E+04
   3    0.721118345978875191E-03
   4    0.925561428838571345E+02

MAP Parameters
Dim No.        Parameter
   1    0.125978842480911564E-03
   2    0.124387486270681416E+04
   3    0.785029644879515153E-03
   4    0.917231558125595257E+02
