    0.286055442576197598E-03    0.121665064520615056E+04    0.889385709634166015E-03    0.106729240725473659E+03   -0.475089571988175674E+01
    0.276306983750872247E-03    0.121390346946527893E+04    0.986545479471151931E-03    0.833145125067150616E+02   -0.443172742895126959E+01
    0.309474985269828410E-03    0.120666709309531393E+04    0.897839820041817106E-03    0.990473413926289510E+02   -0.442736846027416941E+01
    0.246373715588559417E-03    0.120728672462663940E+04    0.833067112327571125E-03    0.793760760900160562E+02   -0.434336440349765418E+01
    0.296831951839132474E-03    0.118437173227475250E+04    0.937607958205334546E-03    0.951177047606334156E+02   -0.415203825141531802E+01
    0.461053204119694676E-03    0.121251164845292169E+04    0.988862684487283984E-03    0.860983645686524284E+02   -0.396012616577364129E+01
    0.207299804352827381E-03    0.119501980271120738E+04    0.971494043038292811E-03    0.902193661932114992E+02   -0.389567082268339737E+01
    0.214938165376189137E-03    0.120584161553527292E+04    0.791744771588635907E-03    0.833644470286863992E+02   -0.366669692174670159E+01
    0.275064700157456800E-03    0.120786970678391549E+04    0.747991494186679142E-03    0.948380266181160891E+02   -0.365699527226009113E+01
    0.172083305342490860E-03    0.121411330083227608E+04    0.757741532428861777E-03    0.940331029733718253E+02   -0.350025709580754985E+01
    0.209077559295928477E-03    0.119340229380079950E+04    0.954691105615882167E-03    0.892223612541477138E+02   -0.345966676180818000E+01
    0.370069387775404503E-03    0.122516339892936526E+04    0.827703027534818121E-03    0.906901081583596635E+02   -0.338890517032910754E+01
    0.135352967370330339E-03    0.121238716535171238E+04    0.862296054887959980E-03    0.112686120164981190E+03   -0.337950970037912413E+01
    0.164988312679152562E-03    0.120397066746897372E+04    0.990260029899107247E-03    0.106927550263052439E+03   -0.304547251749750858E+01
    0.390850229634498632E-03    0.119286139282639328E+04    0.105126750108762001E-02    0.883636275017866524E+02   -0.303807362081544508E+01
    0.156400833296223589E-03    0.121013149373621241E+04    0.963259543473489140E-03    0.110703138125360624E+03   -0.301126407257372364E+01
    0.243870076967777239E-03    0.123926703601779627E+04    0.102541511763636875E-02    0.100888425516270914E+03   -0.299294614707550988E+01
    0.314621886299627828E-03    0.119435970640232949E+04    0.956734215568404590E-03    0.942681505358009701E+02   -0.295281633503622265E+01
    0.261075943175844490E-03    0.121390521693178903E+04    0.792380912248200780E-03    0.100636045954305246E+03   -0.290811181196895063E+01
    0.212689906709863017E-03    0.119951016489756989E+04    0.859710438174503050E-03    0.869138195265691422E+02   -0.274681696473203418E+01
    0.234552362286313593E-03    0.122368079339817700E+04    0.867220836910582212E-03    0.903015759529110653E+02   -0.272874472692993653E+01
    0.346559997597047206E-03    0.121777013139399401E+04    0.902331842819725067E-03    0.940018630956051311E+02   -0.270719162517564049E+01
