Nested Sampling Global Log-Evidence           :   -0.388272146102531446E+01  +/-    0.925002259165163265E-01

Dim No.       Mean        Sigma
   1    0.101971665983541877E-03    0.200114746802978001E-04
   2    0.120969868278763420E+04    0.115062723170172791E+02
   3    0.906732451869864163E-03    0.950404922089753717E-04
   4    0.101463733434246052E+03    0.942927894431190183E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.787433274219207814E-04
   2    0.119457679741600191E+04
   3    0.784069454981424908E-03
   4    0.100766267386354357E+03

MAP Parameters
Dim No.        Parameter
   1    0.153366875196836059E-03
   2    0.123372296381312276E+04
   3    0.103688413611146267E-02
   4    0.101533577853606545E+03
