,t,T,lnfO2,P,C0,C1,b1,lnD0_Fo,clnfO2_Fo,cXFo_Fo,cT_i_Fo,cP_Fo,cT_iP_Fo,Profile
0,3.4107197300202303,1210.4561880539536,-18.349725935191742,0.7470256994557416,0.8594922143730657,0.866440007759388,4.454275417364708,-6.820325808662161,0.22402188391531314,-7.14951047135414,-26731.63386713435,-5.381735221844288e-10,-8.508914448057997e-08,Ol5B_lg
