,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,3.4107197300202303,2.2591939505025933,5.022653193284168,1.4042102438494064,7.150245306262995,1.151525779517637,1.611933463263938,Ol5B_lg
