,t,T,lnfO2,P,C0,C1,b1,lnD0_Fo,clnfO2_Fo,cXFo_Fo,cT_i_Fo,cP_Fo,cT_iP_Fo,Profile
891,4.990791713800695,1192.684124795762,-18.174482492033878,0.7358794349586169,0.8599206501365468,0.8665119540684988,2.0896362671639284,-5.862816263564358,0.2350587620059892,-7.206527166462477,-27517.315461865583,-8.804244389501535e-10,4.507578480698494e-07,Ol5B_lg
892,1.4010055389572726,1227.258220666015,-18.165200897804777,0.6768365503548261,0.8597151334732808,0.8665004135159934,7.077977106715329,-6.563209196918552,0.2588827181984372,-7.326846362060045,-25641.158282228887,-4.1281950743124904e-10,-3.8860681802431687e-07,Ol5B_lg
893,2.014968716316091,1230.2474823843238,-18.389401019713166,0.6860778793180883,0.8591528115715512,0.8664975301383057,5.293560926839837,-5.961440232815809,0.2543583814412405,-7.380316384356569,-26510.38965587723,-6.095996338858753e-10,-7.033704475810344e-08,Ol5B_lg
894,2.207926241200348,1222.4319154066118,-17.426684893551258,0.8220483949152162,0.8592459825935201,0.8663860222566868,4.900110275277903,-6.972806685687143,0.24042277422048638,-6.8577048652646235,-26207.74098688522,-7.285445205636956e-10,1.7889141704453285e-07,Ol5B_lg
895,4.107908511227463,1207.9517257986256,-18.89638568320527,0.71957555216832,0.8594908648789729,0.8663766690898232,7.138342692096751,-7.345430416600729,0.16133812396053515,-7.51277227586706,-27788.202647395727,-1.313696216530888e-10,-5.591245876673091e-07,Ol5B_lg
896,2.18437368135689,1211.305317315267,-18.438531185398784,0.8368486104914663,0.8596592324304192,0.8665303343174722,7.058887347780862,-4.869488940598126,0.2591809854874295,-7.389907197145875,-27823.15531707061,1.4238653776071915e-10,-1.3494011095979903e-06,Ol5B_lg
897,4.850958520888796,1250.393889268391,-18.110703543523265,0.87015000256797,0.8598118507190907,0.8665056862332798,2.481702124361427,-8.033658333966947,0.1676492110766281,-6.853558285774425,-27447.99071229102,-6.454772222836334e-10,2.742368769622948e-07,Ol5B_lg
898,8.633823775220959,1199.2821206469955,-18.017696113763325,0.7873134839163288,0.8594293912222853,0.8664067290877544,1.7505821255087404,-7.988465322702243,0.1688491047012501,-6.912072690339564,-27469.09933632229,-5.283893316129139e-10,7.100232599320072e-08,Ol5B_lg
899,2.247215378777531,1212.5045179898918,-18.961661004365993,0.6521679215925497,0.8597085417935937,0.8663358738810348,6.31031061320804,-5.495386310710675,0.25301929122033046,-7.622432743550474,-26796.2110325976,-8.976283691126954e-10,4.3038246031210956e-07,Ol5B_lg
900,2.247215378777531,1212.5045179898918,-18.961661004365993,0.6521679215925497,0.8597085417935937,0.8663358738810348,6.31031061320804,-5.495386310710675,0.25301929122033046,-7.622432743550474,-26796.2110325976,-8.976283691126954e-10,4.3038246031210956e-07,Ol5B_lg
901,2.8568109911669795,1225.8228412830015,-17.148997136116922,0.7430787203998587,0.8595016193808744,0.8664000723148716,6.69292110745704,-6.497253310198215,0.1833931170218626,-7.3704116541938625,-28525.545218478685,-6.185337938699416e-10,1.7877079273305621e-07,Ol5B_lg
902,1.6557781718580529,1216.7096204910958,-18.246084818068038,0.7269129731628645,0.8598061739607434,0.8663661471922453,5.8746025341136185,-6.857003782440421,0.2764960351284025,-6.712408174247176,-25195.0020925861,-3.5404902742108107e-10,-5.374041251445857e-07,Ol5B_lg
903,1.9014509080860287,1208.234911534651,-18.283923310799324,0.8206835058346797,0.8595017340735572,0.866522521845257,6.980033812972447,-5.923107790086196,0.23783238056005088,-7.146970627032069,-27386.984443117322,-1.0560489992585488e-09,7.011182121909841e-07,Ol5B_lg
904,3.4971548610983922,1223.2232895599684,-17.958529936840762,0.7795866334126366,0.8591376717391309,0.8663783980462737,1.0369451469635553,-7.176671799135887,0.20089404156553953,-7.549348925311808,-26546.321149569954,-1.0263979265278727e-09,8.353620583923102e-07,Ol5B_lg
905,2.1296681328462777,1190.8287087483639,-18.373064328444542,0.7633689214466086,0.8597453204874587,0.8664099618056935,6.063232685276919,-5.670672640983974,0.2643677041251777,-6.952331496989295,-27047.46794649555,-8.419846806614069e-10,3.3603523442210463e-07,Ol5B_lg
906,4.523493930173311,1209.4343491182422,-18.987731091179832,0.8235811314617613,0.8596112535985136,0.866322701712803,4.875057967055104,-7.975429046736801,0.20838581454722416,-6.986842375339385,-25844.34804966012,-4.1935231514157964e-10,-1.9643548612914715e-07,Ol5B_lg
907,2.8212358569354237,1233.2620033473365,-18.532463088614836,0.7918746450703045,0.8594651612545979,0.8665458364813022,5.629322585653298,-6.457379428312635,0.2230452765054616,-7.334113265205419,-26953.51136662617,-1.2782856606442892e-11,-9.302299304853331e-07,Ol5B_lg
908,2.8212358569354237,1233.2620033473365,-18.532463088614836,0.7918746450703045,0.8594651612545979,0.8665458364813022,5.629322585653298,-6.457379428312635,0.2230452765054616,-7.334113265205419,-26953.51136662617,-1.2782856606442892e-11,-9.302299304853331e-07,Ol5B_lg
909,5.3811104678423805,1223.328516150958,-18.651792950414844,0.6568108405882992,0.8592447667016079,0.8664135728877337,1.1443239351162748,-7.045183289847541,0.1973520765211717,-7.652651579881431,-26798.606843715068,-1.8942364335533965e-10,-5.946291298616372e-07,Ol5B_lg
910,3.2975087445468043,1190.3957974146215,-18.40932012881691,0.904385522982142,0.859086322124729,0.8664082837847694,3.5655146912608675,-7.0272422898841205,0.2603512241202166,-6.3083565490319105,-26033.750757045254,4.693556998017089e-11,-1.1659115443144424e-06,Ol5B_lg
911,4.18609497899121,1210.0863044947687,-18.24950435765312,0.842971904311512,0.8592265937909871,0.8665218276117798,4.134343574086697,-6.807909063909037,0.1927525574750037,-7.211121555374858,-27819.21959481406,-4.697414572628419e-10,-1.1519767241709309e-07,Ol5B_lg
912,4.18609497899121,1210.0863044947687,-18.24950435765312,0.842971904311512,0.8592265937909871,0.8665218276117798,4.134343574086697,-6.807909063909037,0.1927525574750037,-7.211121555374858,-27819.21959481406,-4.697414572628419e-10,-1.1519767241709309e-07,Ol5B_lg
913,1.948951390186769,1208.2251059799812,-18.05077301461871,0.6678570594868903,0.8596638280158875,0.8664419967155277,7.312659633583831,-6.823863522793969,0.20196765801624553,-7.176663538161299,-27377.06237274859,-4.263358506023393e-10,-2.398138988461116e-07,Ol5B_lg
