    0.212060738097871138E+01    0.119546415108999031E+04   -0.184799862556913865E+02    0.427951274370730494E+00    0.852246843690855460E+00    0.847967770197272541E+00    0.158862267149318614E+01   -0.694091275092683890E+01    0.196153996354679061E+00   -0.778235500348498110E+01   -0.267718199512546198E+05   -0.265848670726274439E-09   -0.458511052734123666E-06   -0.232773454352770486E+02
    0.203143493741537784E+00    0.121752287727668249E+04   -0.195577572692958732E+02    0.363323639916852792E+00    0.851692995954915766E+00    0.848226159468148833E+00    0.726236150069548270E+01   -0.578681761821431451E+01    0.256970787892652985E+00   -0.704226465981165095E+01   -0.270221459141793202E+05   -0.818420512182229997E-09    0.286637143859633294E-06   -0.231094173964634386E+02
    0.658651904938211019E+00    0.119871782393017907E+04   -0.181726453213179759E+02    0.567176667414617253E+00    0.852297842467993338E+00    0.848199558449710733E+00    0.436922620779834325E+01   -0.740566391623543918E+01    0.220627652226024373E+00   -0.652207528204559850E+01   -0.267028432527766381E+05   -0.302237761359700137E-09   -0.483064812761715154E-06   -0.226970319299386070E+02
    0.120426064316439518E+01    0.119985535002427946E+04   -0.187029038952846207E+02    0.598470219813932780E+00    0.852228542298416714E+00    0.848157115361808156E+00    0.213514469755833103E+01   -0.688531013683681170E+01    0.210268077090028177E+00   -0.716363395586290252E+01   -0.271417779258736555E+05   -0.891172443309373903E-09    0.575308087861975274E-06   -0.218510509992288426E+02
    0.186077640094891694E+01    0.118942222761206676E+04   -0.187292924450696674E+02    0.283625460074606262E+00    0.851817011566885718E+00    0.848074615470647997E+00    0.870534369000883990E+00   -0.677589423260735568E+01    0.229359313874002602E+00   -0.696391156328534144E+01   -0.267616734708998192E+05   -0.140631012724365629E-09   -0.782367967141275217E-06   -0.218268999691154839E+02
    0.475516114440975413E+00    0.120313014940487164E+04   -0.188808056101841615E+02    0.393980483756075306E+00    0.851934396341804900E+00    0.847782516780729578E+00    0.814338548794738948E+01   -0.696127339478754603E+01    0.260119950768287034E+00   -0.763150295560432657E+01   -0.246310861340415104E+05   -0.273457866018684512E-09   -0.585676586334394358E-06   -0.217208567594654980E+02
    0.520110907408085188E+00    0.120707026270826350E+04   -0.176146438429922867E+02    0.389934188963451278E+00    0.852149524872366282E+00    0.848207458832458294E+00    0.166077282082735644E+01   -0.653688305090636401E+01    0.235491437334596404E+00   -0.658800502316378811E+01   -0.273659619514980441E+05   -0.300679814590511416E-09   -0.532734049494203018E-06   -0.214900421083114601E+02
    0.208184111508633723E+00    0.119694071166903768E+04   -0.191332098765458127E+02    0.340579031820971434E+00    0.851797420486625656E+00    0.847940026576654571E+00    0.891911596963921305E+01   -0.623648134494910433E+01    0.251485722933414368E+00   -0.702758137430551955E+01   -0.265926424170292994E+05   -0.758521414360804638E-09    0.203509758471946134E-06   -0.213636946989552605E+02
    0.453563221613649814E+00    0.123638727056979883E+04   -0.185468093704111183E+02    0.541492915071501546E+00    0.852012545384480902E+00    0.847994536098693463E+00    0.775338949931040045E+01   -0.622108610546941954E+01    0.250983406182015201E+00   -0.741290838880548808E+01   -0.261052007457599757E+05   -0.260424095651610864E-09   -0.636218087678324853E-06   -0.213325641551207248E+02
    0.193602864948992731E+00    0.120349176544206716E+04   -0.182589071562916132E+02    0.367388019071376082E+00    0.851632869757017019E+00    0.848207623572524438E+00    0.626124780154392457E+01   -0.718219778382848784E+01    0.207529520684360674E+00   -0.715857006959418918E+01   -0.267452939672777175E+05   -0.842770015308035382E-09    0.496774952019974239E-06   -0.212386678538755582E+02
    0.744267704176364453E+00    0.119672127113883630E+04   -0.193673716419244109E+02    0.418287247922275507E+00    0.851604039983580696E+00    0.847740062179923926E+00    0.553786726575691635E+01   -0.663130632366605965E+01    0.269879744827907608E+00   -0.750297084008582349E+01   -0.248003564092716879E+05   -0.502035733704964875E-09   -0.219053843627198367E-06   -0.211669627747900932E+02
    0.631440228303359108E+00    0.119934635961666800E+04   -0.181377576076515474E+02    0.537112465872093603E+00    0.851832759735351996E+00    0.848015882247095121E+00    0.815602416673246111E+01   -0.625277954843914419E+01    0.248128707856488412E+00   -0.752373137734129926E+01   -0.260973380541848346E+05    0.341461334884226384E-10   -0.111857350735326431E-05   -0.211125299473190360E+02
    0.196167868592302264E+01    0.119645134902936343E+04   -0.188176541173797993E+02    0.344700265355720237E+00    0.851626087470564119E+00    0.847988445602312346E+00    0.564548269037823314E+01   -0.675646770668720453E+01    0.207675830122436733E+00   -0.706921178129557060E+01   -0.275208742736358981E+05   -0.200405124714806923E-09   -0.624749060508250590E-06   -0.210009525916174056E+02
    0.356952861928805487E+00    0.119094713186842296E+04   -0.182883262847165398E+02    0.514926243969949682E+00    0.851827530773947683E+00    0.847766767360518481E+00    0.465426866285755381E+01   -0.671434767971182822E+01    0.245154670813131970E+00   -0.715087437611480059E+01   -0.259292407039705213E+05   -0.512281040000451531E-09   -0.213972720756707812E-06   -0.208932094183587829E+02
    0.132244546939976204E+01    0.120718944887107682E+04   -0.185189810735734177E+02    0.391849688690688147E+00    0.851795891144570105E+00    0.847780565432681987E+00    0.144601409268672909E+01   -0.690779540782218948E+01    0.228783570991605678E+00   -0.686806492783773948E+01   -0.267275480812792885E+05   -0.967195475163872684E-09    0.580403541780782387E-06   -0.206238573412861506E+02
    0.157185400190211877E+01    0.119535667387290482E+04   -0.183220551150462008E+02    0.454265442948899867E+00    0.851855224031139002E+00    0.847747589173214688E+00    0.302507493021577645E+01   -0.775405721958899008E+01    0.162614544974328701E+00   -0.682148453330689897E+01   -0.280456488846903703E+05   -0.543451947594624355E-09    0.957137995484485574E-07   -0.205736908456726155E+02
    0.600364690433948689E+00    0.121325222158041879E+04   -0.171896088266857028E+02    0.329746340373887503E+00    0.851815521939720988E+00    0.847747843334548778E+00    0.329128751133705455E+01   -0.710421565131430910E+01    0.199441275697350207E+00   -0.709727727097468453E+01   -0.271552772661304880E+05   -0.926958483571834772E-09    0.636273439266339081E-06   -0.205726620218111478E+02
    0.307523640574891510E+00    0.121336665941591923E+04   -0.184765665774067962E+02    0.365350724195818766E+00    0.852325693408297558E+00    0.847792484317373085E+00    0.187887651897727337E+01   -0.532437396244880468E+01    0.262145092946042213E+00   -0.760479057450938001E+01   -0.267635068296601057E+05   -0.125582381932687926E-08    0.104057242088104063E-05   -0.205335147905573230E+02
    0.307381329293702155E+00    0.120323524594423202E+04   -0.180288222573685282E+02    0.414123244671519730E+00    0.852476898555739271E+00    0.848033272193980947E+00    0.678809510209141465E+01   -0.617705732112471573E+01    0.238023890318734749E+00   -0.719384075576211757E+01   -0.269804866347184980E+05   -0.339800756016363289E-09   -0.464119465609000616E-06   -0.205176783285524387E+02
    0.125335179830604204E+01    0.122502320406457488E+04   -0.184300637665262386E+02    0.495566809524789320E+00    0.851878314871360232E+00    0.847779479447292039E+00    0.157785970011824372E+01   -0.754458952875351763E+01    0.220698226681986492E+00   -0.743525142274337991E+01   -0.256571565869722799E+05   -0.346468697975605414E-09   -0.334466513420068580E-06   -0.204451258647571557E+02
    0.572852686178577319E+00    0.121383453228186204E+04   -0.185237290865940452E+02    0.265599962516599619E+00    0.851509272850486276E+00    0.847942724212408683E+00    0.961198511721398496E+01   -0.678809258856175646E+01    0.178530425315560737E+00   -0.754771912448435334E+01   -0.280792473231519471E+05   -0.104446388989853326E-09   -0.666061659460804246E-06   -0.204150801770446186E+02
