Nested Sampling Global Log-Evidence           :   -0.386594847677567088E+01  +/-    0.920756314705507700E-01

Dim No.       Mean        Sigma
   1    0.187932759893766972E-03    0.368534406400769989E-04
   2    0.120809114858867633E+04    0.114312356517313169E+02
   3    0.897888766785126719E-03    0.885984755261455949E-04
   4    0.609085178052315115E+02    0.876727599040898364E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.151992258159234242E-03
   2    0.121302938647058431E+04
   3    0.725107494721234365E-03
   4    0.610629403887341553E+02

MAP Parameters
Dim No.        Parameter
   1    0.219119684101265884E-03
   2    0.121623441759936759E+04
   3    0.879544314424970768E-03
   4    0.608622905876134155E+02
