    0.154889523988235656E+02    0.297806611431373904E+04    0.117086793729703777E+04    0.118639839335226384E+04   -0.186956290820906830E+02    0.411646680744021387E+00    0.183222066189612437E+06    0.854346680164337124E+00    0.836696801304817162E+00    0.851991695165634111E+00    0.110018757581710815E+03    0.256830223917961114E+02   -0.102511014823395217E+05   -0.599146350544150419E+01    1
    0.286648300940543413E+04    0.280123213537590118E+04    0.117247912039566722E+04    0.118250226501483780E+04   -0.182019182693008261E+02    0.439576631141597174E+00    0.182575619873341289E+06    0.850668833255767809E+00    0.836007442474365203E+00    0.851761244237422943E+00    0.108332170248031616E+03    0.595852468430995970E+02   -0.102508455615201037E+05   -0.599396350544151169E+01    1
    0.203258940699710308E+03    0.112789448830061110E+04    0.119123489779801639E+04    0.120206966630259444E+04   -0.188714294554080233E+02    0.519149156829599168E+00    0.191168118811474735E+06    0.848587361812591534E+00    0.836478505969047492E+00    0.851919482588768040E+00    0.103892338275909424E+03    0.625029575824737504E+00   -0.997578104226430514E+04   -0.599646350544151474E+01    1
    0.368815782140900552E+02    0.253795658847917275E+04    0.118661993147280486E+04    0.122040828494267248E+04   -0.182576471399055471E+02    0.425210587440757348E+00    0.176223508506239101E+06    0.849615170955657972E+00    0.834827986478805517E+00    0.851766425192356125E+00    0.110503275394439697E+03    0.130469557106494900E+02   -0.983142965851224835E+04   -0.599896350544151957E+01    1
    0.588058919685093542E+03    0.323984149450594123E+04    0.120510644922042343E+04    0.119642057893665424E+04   -0.181792614913921007E+02    0.335545489853347034E+00    0.197712090185345907E+06    0.853582407951354982E+00    0.835887044191360395E+00    0.851759204506874035E+00    0.117481979131698608E+03    0.420145505189895658E+02   -0.977456990360310374E+04   -0.600146350544151552E+01    1
    0.744482601784451914E+00    0.253899777572381254E+04    0.117929022786256974E+04    0.118773416184504845E+04   -0.181596821789739273E+02    0.531183541690061656E+00    0.178824719376631372E+06    0.849413617610931371E+00    0.834450504720210984E+00    0.851646051049232411E+00    0.109366501569747925E+03    0.342761464059352861E+02   -0.967426084995736528E+04   -0.600396350544151858E+01    1
    0.894069067683447294E+00    0.177656549058921428E+04    0.117743977571302730E+04    0.121484967323180149E+04   -0.186005768067413797E+02    0.440234710310603350E+00    0.164917999724126304E+06    0.850604349613189648E+00    0.836604889690875986E+00    0.851698409557342551E+00    0.892180192470550537E+02    0.236005450308322899E+02   -0.966423796117837446E+04   -0.600646350544151630E+01    1
    0.230799010399887902E+04    0.301463484154518069E+00    0.118254978224280489E+04    0.118872220258250286E+04   -0.191303759236845110E+02    0.436603971378571987E+00    0.209701432418532902E+06    0.847673466205596915E+00    0.834137089490890493E+00    0.851239128470420825E+00    0.127277449369430542E+03    0.589722981810569777E+02   -0.961066051950773908E+04   -0.600896350544152469E+01    1
    0.128084431216223180E+02    0.766176103943401586E+03    0.120738346221735037E+04    0.119535671664524511E+04   -0.200930433383580223E+02    0.360476441634485834E+00    0.186412530049886904E+06    0.847843614101409848E+00    0.834261225521564453E+00    0.851771324515342654E+00    0.114702234268188477E+03    0.412316118657588930E+02   -0.948031728765671323E+04   -0.601146350544151886E+01    1
    0.227934525429699555E+02    0.157369171209312162E+04    0.116713934675259861E+04    0.119802729625450820E+04   -0.184224664488794367E+02    0.539976911284367422E+00    0.177894273968775029E+06    0.847404358863830587E+00    0.834883587419986695E+00    0.851554062545299528E+00    0.123028125762939453E+03    0.140242803394794464E+02   -0.944493882780596869E+04   -0.601396350544150859E+01    1
