    0.285367674675109129E+02    0.141123332234853706E+03    0.116025411630729513E+04    0.119372513050798216E+04   -0.190167200066343156E+02    0.400123969299528592E+00    0.233698142375104711E+06    0.849431586140922179E+00    0.836222641659624899E+00    0.849846642654610185E+00    0.120753241873743363E+03    0.344695013451512082E+02   -0.421223017616530839E+02
    0.204512186676527263E+00    0.528466256164051345E+02    0.117171834278144115E+04    0.119310907764719036E+04   -0.193388319233356114E+02    0.320615498227447393E+00    0.219849393189092778E+06    0.848647349633746995E+00    0.836421465608009673E+00    0.850792263217279521E+00    0.119709941262237066E+03    0.335109419914405606E+02   -0.392528330408120993E+02
    0.349480220333381442E+00    0.739373805869145517E+01    0.118000234842892883E+04    0.122056479813314604E+04   -0.194509376179916877E+02    0.477640718063033376E+00    0.200179003047380538E+06    0.849390653185251421E+00    0.836221966784041704E+00    0.851457837600040346E+00    0.118523156740552196E+03    0.304788368014324789E+02   -0.375266584147604689E+02
    0.942339720014118587E+00    0.443637029091589525E+02    0.118268757624983050E+04    0.119333898540247151E+04   -0.191543916938021184E+02    0.410239527279763205E+00    0.221025752981995000E+06    0.848487842484214272E+00    0.836582318202412134E+00    0.851723454889681930E+00    0.119527077892281611E+03    0.311700512817311761E+02   -0.354512158767107195E+02
    0.159075458383997126E+01    0.381385776943189470E+02    0.121217678749106790E+04    0.119889048340338150E+04   -0.186639996678809688E+02    0.477719533050865452E+00    0.219979204301583464E+06    0.849039018665697753E+00    0.836623399029025383E+00    0.851852830398254435E+00    0.119346038693047404E+03    0.312712550586097606E+02   -0.354003222279068268E+02
    0.375491180353212939E+00    0.121525654173984478E+03    0.119361555712896029E+04    0.118845456890632158E+04   -0.188936212716198924E+02    0.401377883751325493E+00    0.228161639690158860E+06    0.849055402355430533E+00    0.836266360042023260E+00    0.851511660950497129E+00    0.120332519641793425E+03    0.309593116002667621E+02   -0.353781290274562892E+02
    0.103348905729208240E+00    0.177207372973857558E+01    0.117786704486350345E+04    0.120008082926726001E+04   -0.189667991566111844E+02    0.326284137923187501E+00    0.182123121130485612E+06    0.849203400900349292E+00    0.836541589011551623E+00    0.850556710755037026E+00    0.122392392076012186E+03    0.329071155602483287E+02   -0.353669834527821507E+02
    0.328591124669232459E+00    0.173179124488590475E+02    0.119238164571355583E+04    0.120592200569631882E+04   -0.191356364789697011E+02    0.514666237879077615E+00    0.216462316917427350E+06    0.848495894463823452E+00    0.836903695872893927E+00    0.850069046486817470E+00    0.118548340466132856E+03    0.323847346069743836E+02   -0.351890355996952806E+02
    0.190134544595366357E+02    0.276396871037444640E+02    0.118444334896019245E+04    0.120636449299051833E+04   -0.188747655951647850E+02    0.508430226438683408E+00    0.216139040934132325E+06    0.849276277426520898E+00    0.835709485790035567E+00    0.850985885802524100E+00    0.118382838944701234E+03    0.331885931696410950E+02   -0.351467581806207860E+02
    0.591125845485282841E+01    0.508540520483118712E+02    0.122423416856416725E+04    0.117006265011433902E+04   -0.190942424148074466E+02    0.272375011678278600E+00    0.214236088163853885E+06    0.849474709990200361E+00    0.835335078896683791E+00    0.850782537438135367E+00    0.117966378351742620E+03    0.337251903074975630E+02   -0.351380276481134359E+02
    0.241105823015194426E+00    0.368947082339301513E+01    0.118608995554342141E+04    0.121201376790044378E+04   -0.189674356035519907E+02    0.496949659163191726E+00    0.189657913724026963E+06    0.849411189127046384E+00    0.835921452755027272E+00    0.850634603382456889E+00    0.120655667723000747E+03    0.330394164287150716E+02   -0.349646209432006927E+02
    0.967645514448502220E+00    0.105833524069149529E+02    0.119751322099651020E+04    0.120670075117633655E+04   -0.186498455738571955E+02    0.413781914354823088E+00    0.201571766379838780E+06    0.849462603943989203E+00    0.835712408038330690E+00    0.851743138036473169E+00    0.118174801725598158E+03    0.320748212196644289E+02   -0.349573861141899869E+02
    0.458971520418143153E+00    0.446392571114277548E+01    0.121666524836795588E+04    0.121320189339157946E+04   -0.191817264223551796E+02    0.424904754263729034E+00    0.194941115083301818E+06    0.848972615915253193E+00    0.836696909023712188E+00    0.851973968464884601E+00    0.119016744464249996E+03    0.291342175782709774E+02   -0.348416356741542330E+02
    0.125737404064116509E+01    0.361483925385906275E+02    0.119579648913434767E+04    0.121057816107969097E+04   -0.188618367838049750E+02    0.532948710159366179E+00    0.218401478543749108E+06    0.849381531116765065E+00    0.836610066618558745E+00    0.851715730712335195E+00    0.121472956099535594E+03    0.286128841296705652E+02   -0.348044204862777633E+02
    0.545334985983046749E+00    0.211517186298115831E+02    0.118972267739439803E+04    0.117877145157602467E+04   -0.187871534031209890E+02    0.441387009327436297E+00    0.209136950405222975E+06    0.849094233027132717E+00    0.836185059162370514E+00    0.851344980189451150E+00    0.117585196092826180E+03    0.301501117921834769E+02   -0.346845856484409936E+02
    0.221426202844260012E+00    0.773533101658086508E+01    0.119773765123069097E+04    0.121860303231708053E+04   -0.190703313226584505E+02    0.514722751270002887E+00    0.201275010997158271E+06    0.849211422736780519E+00    0.836301858130105935E+00    0.851585466061316909E+00    0.120761917550625299E+03    0.324641093976343669E+02   -0.346757169932709672E+02
    0.124683200589438298E+00    0.212189202749251109E+02    0.119803095149682758E+04    0.121402918880945344E+04   -0.184841286939954195E+02    0.286624612395771972E+00    0.210535900752607296E+06    0.848961072766949432E+00    0.835368579715913273E+00    0.850767881812795168E+00    0.117219422602263080E+03    0.346979224567776399E+02   -0.345935969422138143E+02
    0.830150138874486077E+00    0.136565842261055735E+03    0.117489029947754511E+04    0.121027975143779008E+04   -0.190832612387342806E+02    0.457765057107237305E+00    0.233298924247524643E+06    0.849026693789053932E+00    0.835898010435585204E+00    0.850326084210652033E+00    0.118244792518162342E+03    0.337857257287624719E+02   -0.345639962131832732E+02
    0.298441854849815280E+00    0.213026721644234307E+02    0.119361397446649926E+04    0.119596594852400244E+04   -0.184748877341923468E+02    0.588131789599022570E+00    0.216438953680242237E+06    0.848569966904205719E+00    0.836524640271981923E+00    0.850148414207520187E+00    0.119126854795027782E+03    0.348081997493781472E+02   -0.345224283779053849E+02
    0.210550783681471038E+00    0.345691909400412900E+01    0.118518852759315246E+04    0.120433941236618716E+04   -0.190871833305061998E+02    0.403455393598538825E+00    0.185631131329044380E+06    0.849394034575050583E+00    0.835302446891852513E+00    0.850756106912940013E+00    0.116636347791188030E+03    0.340267824400008578E+02   -0.344955092824637291E+02
    0.151486364535115076E+00    0.533465391590391036E+02    0.117736510816110422E+04    0.122197099116504910E+04   -0.180219541931547909E+02    0.252630917383634190E+00    0.223540027081535198E+06    0.849447861742228638E+00    0.835033172755266895E+00    0.850696371347470448E+00    0.117684419768766404E+03    0.353721422503334963E+02   -0.344844168108499360E+02
    0.307460530094395001E+00    0.463190735594047567E+02    0.117240972623397511E+04    0.120500126811538325E+04   -0.187418355337707894E+02    0.174330799967325506E+00    0.222169912403365306E+06    0.848598646697653503E+00    0.836336282621852556E+00    0.851526278258322722E+00    0.116873683649542016E+03    0.300490219596962760E+02   -0.344732977102552098E+02
    0.116256423688978350E+01    0.443482209412356720E+01    0.117602611170874911E+04    0.118770449678678006E+04   -0.191054640887154790E+02    0.420868933282478819E+00    0.195385957086474402E+06    0.848633824357749034E+00    0.836905478429971428E+00    0.851543909276976874E+00    0.121193797794310484E+03    0.301667446547384088E+02   -0.344522084779176225E+02
    0.229750401523610953E+00    0.854814703331805958E+01    0.119522615844225697E+04    0.121598902078432320E+04   -0.187763172197123467E+02    0.221895600797168746E+00    0.203216742698421207E+06    0.849227592919206908E+00    0.835798546649701768E+00    0.851313489658148348E+00    0.118548546048769296E+03    0.332527213898719864E+02   -0.344073773912071985E+02
    0.415491113740292406E+00    0.137885840010633309E+02    0.119387702729707053E+04    0.119828852758009043E+04   -0.184510032281518903E+02    0.449688038918201027E+00    0.207797159193529602E+06    0.849347781618507103E+00    0.836202612330672612E+00    0.851344480945426474E+00    0.119897880381653493E+03    0.305455358995557127E+02   -0.342871020724114430E+02
    0.325348686568442336E+01    0.434649877106979403E+02    0.117455485512028440E+04    0.119532670370529127E+04   -0.183241361055982814E+02    0.282662235132198014E+00    0.217735616895863088E+06    0.849236087241460602E+00    0.835113068916546464E+00    0.851572612243902127E+00    0.116754565600832848E+03    0.326754158629892757E+02   -0.342687142102091826E+02
    0.264177091457041602E+00    0.861688593623068577E+01    0.119399422227414743E+04    0.119751850804707510E+04   -0.179344135729104224E+02    0.427112474528638097E+00    0.207154467474396079E+06    0.848377243052084729E+00    0.836543440226057533E+00    0.851074278085395930E+00    0.118734954965136893E+03    0.321282322306145005E+02   -0.342443689037632453E+02
    0.158599858651813141E+01    0.758619327414380109E+02    0.116523240851501851E+04    0.120936192909622218E+04   -0.178837602844894157E+02    0.438303396200164952E+00    0.230938886271068011E+06    0.848787786792154719E+00    0.835732311928308991E+00    0.851118971109308342E+00    0.118061346343800594E+03    0.324200016802188244E+02   -0.341119229299337476E+02
    0.810702362806672405E+00    0.788674776827776025E+01    0.117161079592709552E+04    0.120113470534521298E+04   -0.192930135497500217E+02    0.476909621672782780E+00    0.202111590373993735E+06    0.848451543379514450E+00    0.836652495289034626E+00    0.851352426798059225E+00    0.118492628906120444E+03    0.293945960193114111E+02   -0.338825177398504778E+02
    0.743248804975429334E+00    0.675680104956746419E+01    0.116284903599305562E+04    0.123343681449251039E+04   -0.194727695531878560E+02    0.375472824055982202E+00    0.202555442103779496E+06    0.849017306855268550E+00    0.836874815092174096E+00    0.851444018722312124E+00    0.119186138005412147E+03    0.310034156098357769E+02   -0.337862333097528094E+02
    0.812044845481551536E+00    0.383668554356957188E+02    0.119151018889504189E+04    0.121034675073669314E+04   -0.184861846819894673E+02    0.200954153783118650E+00    0.216319498523705581E+06    0.849288553773725807E+00    0.834730651933050294E+00    0.851438845489981389E+00    0.115963300562608907E+03    0.333997072049400785E+02   -0.335549655550986472E+02
    0.545818675981509349E+00    0.515213561589755020E+01    0.117622325534731817E+04    0.119125155348798489E+04   -0.188235446735784819E+02    0.504478521903978683E+00    0.195823295029225468E+06    0.848680660586549673E+00    0.836678017924809447E+00    0.850508090866586963E+00    0.118107029567216500E+03    0.313761157554227452E+02   -0.334652138459473889E+02
    0.190533925148288291E+00    0.426129319144739771E+01    0.115801289469172184E+04    0.122004525903384229E+04   -0.188484112311623093E+02    0.307518974091426478E+00    0.198845129390281742E+06    0.848753532082604956E+00    0.836500325271653411E+00    0.851454027549883974E+00    0.120049372607228065E+03    0.311810093882864017E+02   -0.334551750782657109E+02
    0.127217469017577578E+00    0.582868595707797610E+01    0.119046522504577797E+04    0.119591678580114558E+04   -0.182716496771187309E+02    0.394995416398359056E+00    0.194556576948287751E+06    0.849189123753874453E+00    0.835621458369339210E+00    0.850602295886165538E+00    0.117695915904294026E+03    0.329343031052571149E+02   -0.334024210773373937E+02
    0.591832044546075964E+00    0.236044367441573932E+02    0.117167175247153955E+04    0.119744620033433239E+04   -0.188465464508763532E+02    0.452979272810197675E+00    0.214866764876506932E+06    0.849004179755713406E+00    0.836889543321184148E+00    0.850666104798676770E+00    0.119515569101987779E+03    0.332689304829676189E+02   -0.331745433523920141E+02
    0.194872799075560632E+01    0.533644963945299011E+01    0.116848464745420279E+04    0.120582869259469339E+04   -0.187924787820517025E+02    0.382766053900896852E+00    0.199006947189835191E+06    0.849015722623774116E+00    0.836540121601594078E+00    0.851009679221454096E+00    0.122127253065712239E+03    0.320904258325474885E+02   -0.331024299867610239E+02
    0.429997067463167626E+00    0.123552826442389367E+02    0.118172552767824482E+04    0.122020320329702167E+04   -0.181981085671412757E+02    0.347452431566277475E+00    0.207702001833660761E+06    0.848781153076611727E+00    0.836015035652742822E+00    0.851521084304529330E+00    0.116751155629502136E+03    0.317749256408049092E+02   -0.330998733904648788E+02
    0.196658567872793313E+02    0.503600980519457195E+02    0.120881183284858457E+04    0.122424204931276154E+04   -0.194244144047042191E+02    0.365431463599487028E+00    0.225580996748013713E+06    0.849068291656837282E+00    0.836201589446228577E+00    0.851305856991430909E+00    0.119192661465020507E+03    0.305755308632948477E+02   -0.330841583635724703E+02
    0.767598405607050083E+01    0.656686429235688962E+02    0.118267704056001821E+04    0.115917498729363160E+04   -0.196144428572300562E+02    0.437405611451412157E+00    0.221628129440921242E+06    0.849250068119172141E+00    0.836639919640239649E+00    0.850400649271945364E+00    0.120324630026380959E+03    0.323148776290413906E+02   -0.329881799621368614E+02
    0.137655717881344397E+00    0.235799825599010848E+01    0.118027238699216196E+04    0.121257633165008224E+04   -0.183139868569240996E+02    0.417697311436647956E+00    0.191627946376409673E+06    0.848967527923131349E+00    0.836795283196909434E+00    0.851095109783851389E+00    0.121692182028734521E+03    0.323285195917165638E+02   -0.329515920888684235E+02
    0.348303486911056281E+00    0.611243648253842480E+02    0.119078243620256285E+04    0.121004121069712346E+04   -0.189441370102045035E+02    0.415644825091571524E+00    0.227160003860538418E+06    0.848550920750931192E+00    0.836332255671665692E+00    0.851016012457488036E+00    0.119817876719877148E+03    0.329269005835794815E+02   -0.329301451986072351E+02
    0.455336366501621626E+00    0.912271454236385750E+02    0.120035524189864077E+04    0.118489091816306382E+04   -0.192873897385872226E+02    0.349655327433618712E+00    0.228941638553721452E+06    0.848661667001435749E+00    0.836982802275124116E+00    0.850662070960098382E+00    0.118228016689657778E+03    0.310196202922734301E+02   -0.329063144316492782E+02
    0.201493073895359837E+00    0.277873603540256724E+02    0.115546258183435225E+04    0.120904605654289412E+04   -0.188265782347263873E+02    0.322688109193418560E+00    0.219860073495080898E+06    0.848660671333920424E+00    0.836434635430002960E+00    0.850279422957217812E+00    0.118496654880888485E+03    0.346904357625652437E+02   -0.328961113003746703E+02
    0.136591556865578667E+00    0.542919673242982004E+01    0.117254639241540372E+04    0.119715780624891318E+04   -0.189683951396463755E+02    0.287835446754721003E+00    0.196667900468256499E+06    0.848692008788390462E+00    0.836963380328606954E+00    0.850312920503236369E+00    0.119860053517943527E+03    0.324558155511914279E+02   -0.328823300144018660E+02
    0.224458693270835674E+00    0.817534924068999302E+01    0.118680155133588414E+04    0.119862549895050824E+04   -0.193487906235537963E+02    0.328100994197804030E+00    0.200224372998959821E+06    0.849191148456129641E+00    0.836534717773204650E+00    0.851375204986552059E+00    0.121895658233596080E+03    0.321369740633941632E+02   -0.328343923404434364E+02
    0.435527281101293628E+00    0.417187883252325786E+01    0.118660345654832554E+04    0.122522308135548269E+04   -0.188083889897420313E+02    0.537997478376700533E+00    0.195982928735884459E+06    0.848718145850916317E+00    0.836052111107823293E+00    0.850898938873341226E+00    0.116750972940634114E+03    0.318883295800971247E+02   -0.328036858074811022E+02
