Nested Sampling Global Log-Evidence           :   -0.414544438750515898E+01  +/-    0.958884776922266924E-01

Dim No.       Mean        Sigma
   1    0.230828839539685320E-02    0.365390642648601269E-03
   2    0.121015748511852371E+04    0.123826175378018295E+02
   3    0.906536255498999232E-03    0.910333514059348217E-04
   4    0.425693821071546310E+02    0.886728849516035589E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.243004356478496251E-02
   2    0.121017840431552577E+04
   3    0.990265106839157468E-03
   4    0.431482887494853102E+02

MAP Parameters
Dim No.        Parameter
   1    0.275516647375901496E-02
   2    0.122114499682058954E+04
   3    0.915635341605504447E-03
   4    0.424513181811418363E+02
