,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0007295721288678889,0.0006103179573677254,0.0008518273155082382,0.0005242756208458881,0.0009983004653954268,0.00011925417150016342,0.00012225518664034938,K97_23_1_1_1
