,Profile,t1 Median (days),t1 Mean (days),t1 1sigma err low (days),t1 1sigma err high (days),t2 Median (days),t2 Mean (days),t2 1sigma err low (days),t2 1sigma err high (days)
0,Ol5B_main,2252.691590929877,2872.080734435731,1133.8513730421341,2261.566071361476,4.4370494419347954,5.845115459774185,2.3560011487483905,5.179670703838238
