,0,t_1 Median (days),t_1 1sigma error low (days),t_1 1sigma error high (days),t_1 1 sigma low (days),t_1 1 sigma high (days),t_1 2 sigma low (days),t_1 2 sigma high (days),t_2 Median (days),t_2 1sigma error low (days),t_2 1sigma error high (days),t_2 1 sigma low (days),t_2 1 sigma high (days),t_2 2 sigma low (days),t_2 2 sigma high (days),t_1c (days),t_2c (days),Profile
0,0,2277.7113374350083,1182.1637084503616,2652.8607254742883,1095.5476289846467,4930.572062909297,658.7651648848785,8126.630398023977,4.497068940863269,2.641581489016809,5.64120789907324,1.85548745184646,10.138276839936509,1.028877956373095,18.158003045346366,2282.2084063758716,4.497068940863269,Ol5B_main
