,t1,t2,T1,T2,lnfO2,P,Ea,C0,C1,C2,b1,b2,Profile
0,2277.7113374350083,4.497068940863269,1230.053386062274,1208.4868575400958,-18.308031669590324,0.7453145534697709,202685.86335394767,0.8949927706946165,0.8655955742655369,0.8587623859497221,65.74125193908401,14.193462116064326,Ol5B_main
