Nested Sampling Global Log-Evidence           :   -0.373985489894733369E+01  +/-    0.900829819354984213E-01

Dim No.       Mean        Sigma
   1    0.346103185397524538E-03    0.760226414834041408E-04
   2    0.121088547340245555E+04    0.126656868322931810E+02
   3    0.907831930427446137E-03    0.939413827280491506E-04
   4    0.424430318044387178E+02    0.928229788009424461E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.310308904580594428E-03
   2    0.120672076372275501E+04
   3    0.902697566876474520E-03
   4    0.432866640233878144E+02

MAP Parameters
Dim No.        Parameter
   1    0.368224443175704037E-03
   2    0.120193917657539964E+04
   3    0.874625885300692098E-03
   4    0.411767434506244996E+02
